original,first,second,correction
පයිංඩකාරයෝ ද,පයිංඩකාරයෝ,ද,පයිංඩකාරයෝ ද
පරපුරක් ද,පරපුරක්,ද,පරපුරක් ද
පරලොව ද,පරලොව,ද,පරලොව ද
පරලොවදී ද,පරලොවදී,ද,පරලොව දී ද
පරිපූර්ණයි ද,පරිපූර්ණයි,ද,පරිපූර්ණයි ද
පරිභෝජනයට ද,පරිභෝජනයට,ද,පරිභෝජනයට ද
පරිවර්තනය ද,පරිවර්තනය,ද,පරිවර්තනය ද
පරිසරය ද,පරිසරය,ද,පරිසරය ද
පරිහරණය ද,පරිහරණය,ද,පරිහරණය ද
පවක් ද,පවක්,ද,පවක් ද
පවත්වන්නේ ද,පවත්වන්නේ,ද,පවත්වන්නේ ද
පවතිනවා ද,පවතිනවා,ද,පවතිනවා ද
පවතින්නේ ද,පවතින්නේ,ද,පවතින්නේ ද
පසු ද,පසු,ද,පසු ද
පසුබිම ද,පසුබිම,ද,පසුබිම ද
පහනක් ද,පහනක්,ද,පහනක් ද
පහර ද,පහර,ද,පහර ද
පහලවන්නේ ද,පහලවන්නේ,ද,පහළ වන්නේ ද
පහසු ද,පහසු,ද,පහසු ද
පහසුකම් ද,පහසුකම්,ද,පහසුකම් ද
පළඳිමක් ද,පළඳිමක්,ද,පල දීමක් ද
පළමුවැන්න ද,පළමුවැන්න,ද,පළමුවැන්න ද
ප්‍රකාශකයා ද,ප්‍රකාශකයා,ද,ප්‍රකාශකයා ද
ප්‍රකාශවලින් ද,ප්‍රකාශවලින්,ද,ප්‍රකාශවලින් ද
ප්‍රගිතිශීලි ද,ප්‍රගිතිශීලි,ද,ප්‍රගිතිශීලි ද
ප්‍රතික්‍රියාවක් ද,ප්‍රතික්‍රියාවක්,ද,ප්‍රතික්‍රියාවක් ද
ප්‍රතිපත්තියේ ද,ප්‍රතිපත්තියේ,ද,ප්‍රතිපත්තියේ ද
ප්‍රතිමා ද,ප්‍රතිමා,ද,ප්‍රතිමා ද
ප්‍රතිමාව ද,ප්‍රතිමාව,ද,ප්‍රතිමාව ද
ප්‍රමාණය ද,ප්‍රමාණය,ද,ප්‍රමාණය ද
ප්‍රහාරය ද,ප්‍රහාරය,ද,ප්‍රහාරය ද
ප්‍රායෝගික ද,ප්‍රායෝගික,ද,ප්‍රායෝගික ද
ප්‍රියන්ත ද,ප්‍රියන්ත,ද,ප්‍රියන්ත ද
ප්‍රේක්ෂකයින්ට ද,ප්‍රේක්ෂකයින්ට,ද,ප්‍රේක්ෂකයින්ට ද
ප්‍රේමවන්තයන්ට ද,ප්‍රේමවන්තයන්ට,ද,ප්‍රේමවන්තයන්ට ද
පාට ද,පාට,ද,පාට ද
පාත්‍රය ද,පාත්‍රය,ද,පාත්‍රය ද
පාන්නේ ද,පාන්නේ,ද,පාන්නේ ද
පාපයක් ද,පාපයක්,ද,පාපයක් ද
පාරමිතාවන්ගෙන් ද,පාරමිතාවන්ගෙන්,ද,පාරමිතාවන්ගෙන් ද
පාලම් ද,පාලම්,ද,පාලම් ද
පාලලා ද,පාලලා,ද,පලලා ද
පාලු ද,පාලු,ද,පාලු ද
පාසල ද,පාසල,ද,පාසල ද
පාසලක් ද,පාසලක්,ද,පාසලක් ද
පාසලේ ද,පාසලේ,ද,පාසලේ ද
පැනවේ ද,පැනවේ,ද,පැනවේ ද
පැමිණීමට ද,පැමිණීමට,ද,පැමිණීමට ද
පැමිණෙත් ද,පැමිණෙත්,ද,පැමිණෙත් ද
පැවතිය ද,පැවතිය,ද,පැවතියද
පැවැත්ම ද,පැවැත්ම,ද,පැවැත්ම ද
පැවැත්මට ද,පැවැත්මට,ද,පැවැත්මට ද
පෑහෙන්නේ ද,පෑහෙන්නේ,ද,පෑහෙන්නේ ද
පිණිස ද,පිණිස,ද,පිණිස ද
පිනක් ද,පිනක්,ද,පිනක් ද
පින්කම් ද,පින්කම්,ද,පින්කම් ද
පියතුමන් ද,පියතුමන්,ද,පියතුමන් ද
පියවරක් ද,පියවරක්,ද,පියවරක් ද
පියා ද,පියා,ද,පියා ද
පිරිකර ද,පිරිකර,ද,පිරිකර ද
පිරිස ද,පිරිස,ද,පිරිස ද
පිරිසක් ද,පිරිසක්,ද,පිරිසක් ද
පිරිස් ද,පිරිස්,ද,පිරිස් ද
පිවිසුම ද,පිවිසුම,ද,පිවිසුම ද
පිස්තෝලයක් ද,පිස්තෝලයක්,ද,පිස්තෝලයක් ද
පිස්සු ද,පිස්සු,ද,පිස්සු ද
පිහිටියේ ද,පිහිටියේ,ද,පිහිටියේ ද
පිළිකුලට ද,පිළිකුලට,ද,පිළිකුලට ද
පිළිගන්නේ ද,පිළිගන්නේ,ද,පිළිගන්නේ ද
පිළිගැනීම ද,පිළිගැනීම,ද,පිළිගැනීම ද
පිළිතුර ද,පිළිතුර,ද,පිළිතුර ද
පිළිබඳ ද,පිළිබඳ,ද,පිළිබඳ ද
පිළිබඳව ද,පිළිබඳව,ද,පිළිබඳ ව ද
පිළියමක් ද,පිළියමක්,ද,පිළියමක් ද
පුතා ද,පුතා,ද,පුතා ද
පුතු ද,පුතු,ද,පුතු ද
පුදබිම ද,පුදබිම,ද,පුදබිම ද
පුද්ගලයන් ද,පුද්ගලයන්,ද,පුද්ගලයන් ද
පුනර්භවය ද,පුනර්භවය,ද,පුනර්භවය ද
පුරෝහිත ද,පුරෝහිත,ද,පුරෝහිත ද
පුලුවන් ද,පුලුවන්,ද,පුළුවන් ද
පුවතක් ද,පුවතක්,ද,පුවතක් ද
පුළුවන් ද,පුළුවන්,ද,පුළුවන් ද
පූජා ද,පූජා,ද,පූජා ද
පූජාව ද,පූජාව,ද,පූජාව ද
පූජෝත්සවයක් ද,පූජෝත්සවයක්,ද,පූජෝත්සවයක් ද
පෙට්ටිය ද,පෙට්ටිය,ද,පෙට්ටිය ද
පෙනීම ද,පෙනීම,ද,පෙනීම ද
පෙඳී ද,පෙඳී,ද,පෙඳී ද
පෙම්වතාගේ ද,පෙම්වතාගේ,ද,පෙම්වතාගේ ද
පෙම්වතියගේ ද,පෙම්වතියගේ,ද,පෙම්වතියගේ ද
පෙරහර ද,පෙරහර,ද,පෙරහර ද
පෙලෙනවා ද,පෙලෙනවා,ද,පෙළෙනවා ද
පෙළක් ද,පෙළක්,ද,පෙළක් ද
පොලිසියේ ද,පොලිසියේ,ද,පොලිසියේ ද
පොහොය ද,පොහොය,ද,පොහොය ද
පොහොර ද,පොහොර,ද,පොහොර ද
පොහොසත් ද,පොහොසත්,ද,පොහොසත් ද
ඵලක ද,ඵලක,ද,ඵලක ද
ඵලකය ද,ඵලකය,ද,ඵලකය ද
බද්දක් ද,බද්දක්,ද,බද්දක් ද
බන්දු ද,බන්දු,ද,බන්දු ද
බබ්බු ද,බබ්බු,ද,බබ්බු ද
බබෙක් ද,බබෙක්,ද,බබෙක් ද
බමුණුතුමාට ද,බමුණුතුමාට,ද,බමුණුතුමාට ද
බයලක් ද,බයලක්,ද,බලයක් ද
බලපත්‍ර ද,බලපත්‍ර,ද,බලපත්‍ර ද
බලපෑමක් ද,බලපෑමක්,ද,බලපෑමක් ද
බලපෑම් ද,බලපෑම්,ද,බලපෑම් ද
බලපෑවේ ද,බලපෑවේ,ද,බලපෑවේ ද
බලයක් ද,බලයක්,ද,බලයක් ද
බල්ලා ද,බල්ලා,ද,බල්ලා ද
බලාපොරොත්තුව ද,බලාපොරොත්තුව,ද,බලාපොරොත්තුව ද
බලාපොරොත්තුවක් ද,බලාපොරොත්තුවක්,ද,බලාපොරොත්තුවක් ද
බව ද,බව,ද,බව ද
බවක් ද,බවක්,ද,බවක් ද
බවකින් ද,බවකින්,ද,බවකින් ද
බවට ද,බවට,ද,බවට ද
බවුසරයක් ද,බවුසරයක්,ද,බවුසරයක් ද
බහුතරය ද,බහුතරය,ද,බහුතරය ද
බානව ද,බානව,ද,බානවද
බාප්පා ද,බාප්පා,ද,බාප්පා ද
බැරි ද,බැරි,ද,බැරි ද
බැල්ලට ද,බැල්ලට,ද,බැල්ලට ද
බැහැදැකීමට ද,බැහැදැකීමට,ද,බැහැදැකීමට ද
බිඔඅයි ද,බිඔඅයි,ද,බිඔඅයි ද
බිණීම ද,බිණීම,ද,බිණීම ද
බින් ද,බින්,ද,බින්ද
බින්දුසාර ද,බින්දුසාර,ද,බින්දුසාර ද
බිරිඳ ද,බිරිඳ,ද,බිරිඳ ද
බිරිඳගේ ද,බිරිඳගේ,ද,බිරිඳගේ ද
බුද්ධකාලය ද,බුද්ධකාලය,ද,බුද්ධ කාලය ද
බුද්ධඥාණය ද,බුද්ධඥාණය,ද,බුද්ධ ඤාණය ද
බුදුදහමට ද,බුදුදහමට,ද,බුදුදහමට ද
බුදුදහමෙහි ද,බුදුදහමෙහි,ද,බුදුදහමෙහි ද
බුදුපිළිමය ද,බුදුපිළිමය,ද,බුදු පිළිමය ද
බුදුරදුන් ද,බුදුරදුන්,ද,බුදුරදුන් ද
බුදුහාමුදුරුවෝ ද,බුදුහාමුදුරුවෝ,ද,බුදුහාමුදුරුවෝ ද
බේදයක් ද,බේදයක්,ද,භේදයක් ද
බෝතල් ද,බෝතල්,ද,බෝතල් ද
බෝධිපූජා ද,බෝධිපූජා,ද,බෝධි පූජා ද
බෝසත්වරු ද,බෝසත්වරු,ද,බෝසත්වරු ද
බෞද්ධයනට ද,බෞද්ධයනට,ද,බෞද්ධයනට ද
බෞද්ධයෝ ද,බෞද්ධයෝ,ද,බෞද්ධයෝ ද
භානු ද,භානු,ද,භානු ද
භාරයක් ද,භාරයක්,ද,භාරයක් ද
භාර්යාවරු ද,භාර්යාවරු,ද,භාර්යාවරු ද
භාවනාව ද,භාවනාව,ද,භාවනාව ද
භාවනාවට ද,භාවනාවට,ද,භාවනාවට ද
භාවය ද,භාවය,ද,භාවය ද
භාවයක් ද,භාවයක්,ද,භාවයක් ද
භාවයට ද,භාවයට,ද,භාවයට ද
භාවිතය ද,භාවිතය,ද,භාවිතය ද
භාවිතාව ද,භාවිතාව,ද,භාවිතාව ද
භාෂාවන් ද,භාෂාවන්,ද,භාෂාවන් ද
භික්ෂුව ද,භික්ෂුව,ද,භික්ෂුව ද
භික්ෂුවකගෙන් ද,භික්ෂුවකගෙන්,ද,භික්ෂුවකගෙන් ද
භික්ෂුවකට ද,භික්ෂුවකට,ද,භික්ෂුවකට ද
භික්ෂූන්ට ද,භික්ෂූන්ට,ද,භික්ෂූන්ට ද
ම ද,ම,ද,ම ද
මක්නිසා ද,මක්නිසා,ද,මක් නිසා ද
මගක් ද,මගක්,ද,මඟක් ද
මගහැරියේ ද,මගහැරියේ,ද,මඟහැරියේ ද
මගින් ද,මගින්,ද,මඟින් ද
මඟ ද,මඟ,ද,මඟ ද
මඟින් ද,මඟින්,ද,මඟින් ද
මඩල ද,මඩල,ද,මඬල ද
මණ්ඩලයට ද,මණ්ඩලයට,ද,මණ්ඩලයට ද
මත ද,මත,ද,මත ද
මධ්‍යස්ථානයක් ද,මධ්‍යස්ථානයක්,ද,මධ්‍යස්ථානයක් ද
මනමේ ද,මනමේ,ද,මනමේ ද
මන් ද,මන්,ද,මන්ද
මම ද,මම,ද,මම ද
මරණය ද,මරණය,ද,මරණය ද
මරණයෙන් ද,මරණයෙන්,ද,මරණයෙන් ද
මල් ද,මල්,ද,මල් ද
මල්වත්තට ද,මල්වත්තට,ද,මල්වත්තට ද
මල්වලට ද,මල්වලට,ද,මල්වලට ද
මව්පියෝ ද,මව්පියෝ,ද,මව්පියෝ ද
මවුපියන් ද,මවුපියන්,ද,මවුපියන් ද
මස්සිනා ද,මස්සිනා,ද,මස්සිනා ද
මහත්වරු ද,මහත්වරු,ද,මහත්වරු ද
මහතා ද,මහතා,ද,මහතා ද
මහතාට ද,මහතාට,ද,මහතාට ද
මහතෙක් ද,මහතෙක්,ද,මහතෙක් ද
මහලට ද,මහලට,ද,මහලට ද
ම්ලේච්ජත්වය ද,ම්ලේච්ජත්වය,ද,ම්ලේච්ජත්වය ද
මා ද,මා,ද,මා ද
මාධ්‍යයක් ද,මාධ්‍යයක්,ද,මාධ්‍යයක් ද
මාධ්‍යවේදීන්ට ද,මාධ්‍යවේදීන්ට,ද,මාධ්‍යවේදීන්ට ද
මානයක් ද,මානයක්,ද,මානයක් ද
මාර්ගයක් ද,මාර්ගයක්,ද,මාර්ගයක් ද
මාරුවීම ද,මාරුවීම,ද,මාරු වීම ද
මාලිගයක් ද,මාලිගයක්,ද,මාලිගයක් ද
මාලිගාවෙන් ද,මාලිගාවෙන්,ද,මාලිගාවෙන් ද
මාසයක් ද,මාසයක්,ද,මාසයක් ද
මාහට ද,මාහට,ද,මා හට ද
මැනීම ද,මැනීම,ද,මැනීම ද
මැරෙනකොට ද,මැරෙනකොට,ද,මැරෙනකොට ද
මැසීමට ද,මැසීමට,ද,මැසීමට ද
මිත්‍රයන් ද,මිත්‍රයන්,ද,මිත්‍රයන් ද
මිතුරියක් ද,මිතුරියක්,ද,මිතුරියක් ද
මිතුරෝ ද,මිතුරෝ,ද,මිතුරෝ ද
මිදීම ද,මිදීම,ද,මිදීම ද
මිනිහෙක් ද,මිනිහෙක්,ද,මිනිහෙක් ද
මියුසික්වලින් ද,මියුසික්වලින්,ද,මියුසික්වලින් ද
මිල ද,මිල,ද,මිල ද
මිලියනක් ද,මිලියනක්,ද,මිලියනක් ද
මිහින්තලය ද,මිහින්තලය,ද,මිහින්තලය ද
මිළෙන් ද,මිළෙන්,ද,මිලෙන් ද
මී ද,මී,ද,මී ද
මුඛයට ද,මුඛයට,ද,මුඛයට ද
මුදල ද,මුදල,ද,මුදල ද
මුදලක් ද,මුදලක්,ද,මුදලක් ද
මුද්‍රාවක් ද,මුද්‍රාවක්,ද,මුද්‍රාවක් ද
මුදුනට ද,මුදුනට,ද,මුදුනට ද
මුහුණ ද,මුහුණ,ද,මුහුණ ද
මුහුදට ද,මුහුදට,ද,මුහුදට ද
මූලාශ්‍රවල ද,මූලාශ්‍රවල,ද,මූලාශ්‍රවල ද
මෙතැන ද,මෙතැන,ද,මෙතැන ද
මෙදින ද,මෙදින,ද,මෙදින ද
මෙන් ද,මෙන්,ද,මෙන් ද
මෙය ද,මෙය,ද,මෙය ද
මෙයින් ද,මෙයින්,ද,මෙයින් ද
මෙරට ද,මෙරට,ද,මෙරට ද
මෙසේ ද,මෙසේ,ද,මෙසේ ද
මෙහිදී ද,මෙහිදී,ද,මෙහි දී ද
මෙහෙවරක් ද,මෙහෙවරක්,ද,මෙහෙවරක් ද
මේවා ද,මේවා,ද,මේවා ද
මොකක් ද,මොකක්,ද,මොකක් ද
මොනව ද,මොනව,ද,මොනවද
මොනවා ද,මොනවා,ද,මොනවා ද
මොනවායින් ද,මොනවායින්,ද,මොනවායින් ද
මොහොතේ ද,මොහොතේ,ද,මොහොතේ ද
මොහොතේදී ද,මොහොතේදී,ද,මොහොතේ දී ද
මෝහයෙන් ද,මෝහයෙන්,ද,මෝහයෙන් ද
යටතේ ද,යටතේ,ද,යටතේ ද
යනවා ද,යනවා,ද,යනවා ද
යන්න ද,යන්න,ද,යන්න ද
යනු ද,යනු,ද,යනු ද
යනුවෙන් ද,යනුවෙන්,ද,යනුවෙන් ද
යයි ද,යයි,ද,යයි ද
යහපත ද,යහපත,ද,යහපත ද
යානයක් ද,යානයක්,ද,යානයක් ද
යාමට ද,යාමට,ද,යාමට ද
යැයි ද,යැයි,ද,යැයි ද
යෑම ද,යෑම,ද,යෑම ද
යුගල ද,යුගල,ද,යුගල ද
යුත්තේ ද,යුත්තේ,ද,යුත්තේ ද
යුතු ද,යුතු,ද,යුතු ද
යුතුම ද,යුතුම,ද,යුතු ම ද
යෙදෙන්නෝ ද,යෙදෙන්නෝ,ද,යෙදෙන්නෝ ද
යොදවන්නෝ ද,යොදවන්නෝ,ද,යොදවන්නෝ ද
යොහෝවාඞ ද,යොහෝවාඞ,ද,යොහෝවා ද
රචකයා ද,රචකයා,ද,රචකයා ද
රජතුමා ද,රජතුමා,ද,රජතුමා ද
රජයට ද,රජයට,ද,රජයට ද
රජු ද,රජු,ද,රජු ද
රජුට ද,රජුට,ද,රජුට ද
රටට ද,රටට,ද,රටට ද
රත්නයෙන් ද,රත්නයෙන්,ද,රත්නයෙන් ද
රමනීයත්වය ද,රමනීයත්වය,ද,රමණීයත්වය ද
රාජයා ද,රාජයා,ද,රාජයා ද
රාජ්‍ය ද,රාජ්‍ය,ද,රාජ්‍ය ද
රාජාභිෂේකයන්ගෙන් ද,රාජාභිෂේකයන්ගෙන්,ද,රාජාභිෂේකයන්ගෙන් ද
රාත්‍රියේ ද,රාත්‍රියේ,ද,රාත්‍රියේ ද
රාලහාමි ද,රාලහාමි,ද,රාලහාමි ද
රාශියක් ද,රාශියක්,ද,රාශියක් ද
රැකවරණය ද,රැකවරණය,ද,රැකවරණය ද
රැල්ලක් ද,රැල්ලක්,ද,රැල්ලක් ද
රැසක් ද,රැසක්,ද,රැසක් ද
රැසකින් ද,රැසකින්,ද,රැසකින් ද
රුධිරයෙහි ද,රුධිරයෙහි,ද,රුධිරයෙහි ද
රුවෙන් ද,රුවෙන්,ද,රුවෙන් ද
රූප ද,රූප,ද,රූප ද
රූපලාවන්‍යකරණය ද,රූපලාවන්‍යකරණය,ද,රූපලාවණ්‍යකරණය ද
රූපාදිය ද,රූපාදිය,ද,රූපාදිය ද
රෝග ද,රෝග,ද,රෝග ද
ලංකාගමනයන් ද,ලංකාගමනයන්,ද,ලංකාගමනයන් ද
ලංකාවේ ද,ලංකාවේ,ද,ලංකාවේ ද
ලක්ෂණ ද,ලක්ෂණ,ද,ලක්ෂණ ද
ලක්ෂණය ද,ලක්ෂණය,ද,ලක්ෂණය ද
ලක්ෂණවලින් ද,ලක්ෂණවලින්,ද,ලක්ෂණවලින් ද
ලඟින්නට ද,ලඟින්නට,ද,ලඟින්නට ද
ලද ද,ලද,ද,ලද ද
ලද්දේ ද,ලද්දේ,ද,ලද්දේ ද
ලබන්නට ද,ලබන්නට,ද,ලබන්නට ද
ලබන්නේ ද,ලබන්නේ,ද,ලබන්නේ ද
ලබාගන්නේ ද,ලබාගන්නේ,ද,ලබා ගන්නේ ද
ලබාගැනීමට ද,ලබාගැනීමට,ද,ලබා ගැනීමට ද
ලබාදීමට ද,ලබාදීමට,ද,ලබා දීමට ද
ලාභ ද,ලාභ,ද,ලාභ ද
ලාභියා ද,ලාභියා,ද,ලාභියා ද
ලැගීමට ද,ලැගීමට,ද,ලැඟීමට ද
ලැබුණේ ද,ලැබුණේ,ද,ලැබුණේ ද
ලැබේවි ද,ලැබේවි,ද,ලැබේවි ද
ලිපිය ද,ලිපිය,ද,ලිපිය ද
ලිපියක් ද,ලිපියක්,ද,ලිපියක් ද
ලියන්නා ද,ලියන්නා,ද,ලියන්නා ද
ලියූව ද,ලියූව,ද,ලියූව ද
ලෙස ද,ලෙස,ද,ලෙස ද
ලෙසින් ද,ලෙසින්,ද,ලෙසින් ද
ලේඛන ද,ලේඛන,ද,ලේඛන ද
ලොකුහාමුදුරුවන් ද,ලොකුහාමුදුරුවන්,ද,ලොකු හාමුදුරුවන් ද
ලොව ද,ලොව,ද,ලොව ද
ලොවක් ද,ලොවක්,ද,ලොවක් ද
ව ද,ව,ද,ව ද
වංශය ද,වංශය,ද,වංශය ද
වකවානුවක් ද,වකවානුවක්,ද,වකවානුවක් ද
වකවානුවල ද,වකවානුවල,ද,වකවානුවල ද
වගකීම ද,වගකීම,ද,වගකීම ද
වගකීම් ද,වගකීම්,ද,වගකීම් ද
වගතුග ද,වගතුග,ද,වගතුග ද
වගාවට ද,වගාවට,ද,වගාවට ද
වචන ද,වචන,ද,වචන ද
වට්ටියක් ද,වට්ටියක්,ද,වට්ටියක් ද
වටා ද,වටා,ද,වටා ද
වටිනාකම ද,වටිනාකම,ද,වටිනාකම ද
වටිනාකමට ද,වටිනාකමට,ද,වටිනාකමට ද
වත්මනෙහි ද,වත්මනෙහි,ද,වත්මනෙහි ද
වධය ද,වධය,ද,වධය ද
වධයන්ට ද,වධයන්ට,ද,වධයන්ට ද
වන්දනාවක් ද,වන්දනාවක්,ද,වන්දනාවක් ද
වන්නට ද,වන්නට,ද,වන්නට ද
වන්නේ ද,වන්නේ,ද,වන්නේ ද
වනු ද,වනු,ද,වනු ද
වනුයේ ද,වනුයේ,ද,වනුයේ ද
වරදක් ද,වරදක්,ද,වරදක් ද
වර්ණය ද,වර්ණය,ද,වර්ණය ද
වල ද,වල,ද,වල ද
වලට ද,වලට,ද,වලට ද
වලින් ද,වලින්,ද,වලින් ද
වශයෙන් ද,වශයෙන්,ද,වශයෙන් ද
වසරේ ද,වසරේ,ද,වසරේ ද
වස්තුව ද,වස්තුව,ද,වස්තුව ද
වහන්සේ ද,වහන්සේ,ද,වහන්සේ ද
වහන්සේට ද,වහන්සේට,ද,වහන්සේට ද
වහන්සේලා ද,වහන්සේලා,ද,වහන්සේලා ද
වහන්සේලාට ද,වහන්සේලාට,ද,වහන්සේලාට ද
වළක් ද,වළක්,ද,වළක් ද
ව්‍යාපාරයට ද,ව්‍යාපාරයට,ද,ව්‍යාපාරයට ද
ව්‍යායාමයක් ද,ව්‍යායාමයක්,ද,ව්‍යායාමයක් ද
වාදනය ද,වාදනය,ද,වාදනය ද
වාරයන් ද,වාරයන්,ද,වාරයන් ද
වාර්තාවක් ද,වාර්තාවක්,ද,වාර්තාවක් ද
වාර්ථාවේ ද,වාර්ථාවේ,ද,වාර්තාවේ ද
වැඩ ද,වැඩ,ද,වැඩ ද
වැඩිහිටියන්ට ද,වැඩිහිටියන්ට,ද,වැඩිහිටියන්ට ද
වැඩීම ද,වැඩීම,ද,වැඩීම ද
වැඩීමට ද,වැඩීමට,ද,වැඩීමට ද
වැඩුණේ ද,වැඩුණේ,ද,වැඩුණේ ද
වැන්න ද,වැන්න,ද,වැන්න ද
වැරුදි ද,වැරුදි,ද,වැරදි ද
වැව ද,වැව,ද,වැව ද
වැස්ස ද,වැස්ස,ද,වැස්ස ද
වැසි ද,වැසි,ද,වැසි ද
වැසියෝ ද,වැසියෝ,ද,වැසියෝ ද
විකාශනය ද,විකාශනය,ද,විකාශනය ද
විචාරය ද,විචාරය,ද,විචාරය ද
විණි ද,විණි,ද,විණි ද
විදියට ද,විදියට,ද,විදියට ද
විධියට ද,විධියට,ද,විදියට ද
වින්දනයක් ද,වින්දනයක්,ද,වින්දනයක් ද
විපත් ද,විපත්,ද,විපත් ද
විපාකයන්ට ද,විපාකයන්ට,ද,විපාකයන්ට ද
විමසීම ද,විමසීම,ද,විමසීම ද
විමසීමේදී ද,විමසීමේදී,ද,විමසීමේ දී ද
වියදම් ද,වියදම්,ද,වියදම් ද
විවාදයක් ද,විවාදයක්,ද,විවාදයක් ද
විවාදාදියට ද,විවාදාදියට,ද,විවාදාදියට ද
විවිධත්වයට ද,විවිධත්වයට,ද,විවිධත්වයට ද
විවේචන ද,විවේචන,ද,විවේචන ද
විශ්වාසකරනවා ද,විශ්වාසකරනවා,ද,විශ්වාස කරනවා ද
විශේෂක් ද,විශේෂක්,ද,විශේෂයක් ද
විසඳුම් ද,විසඳුම්,ද,විසඳුම් ද
විස්තර ද,විස්තර,ද,විස්තර ද
විස්මයක් ද,විස්මයක්,ද,විස්මයක් ද
විසින් ද,විසින්,ද,විසින් ද
විහාරය ද,විහාරය,ද,විහාරය ද
වී ද,වී,ද,වී ද
වීම ද,වීම,ද,වීම ද
වීමක් ද,වීමක්,ද,වීමක් ද
වීමට ද,වීමට,ද,වීමට ද
වුණා ද,වුණා,ද,වුණා ද
වුනා ද,වුනා,ද,වුණා ද
වුයේ ද,වුයේ,ද,වූයේ ද
වුව ද,වුව,ද,වුව ද
වූ ද,වූ,ද,වූ ද
වූයේ ද,වූයේ,ද,වූයේ ද
වූව ද,වූව,ද,වූව ද
වෘක්ෂයන්ගෙන් ද,වෘක්ෂයන්ගෙන්,ද,වෘක්ෂයන්ගෙන් ද
වෙත ද,වෙත,ද,වෙත ද
වෙත් ද,වෙත්,ද,වෙත් ද
වෙනස් ද,වෙනස්,ද,වෙනස් ද
වෙනස්කම් ද,වෙනස්කම්,ද,වෙනස්කම් ද
වෙන්නන් ද,වෙන්නන්,ද,වෙන්නන් ද
වෙයි ද,වෙයි,ද,වෙයි ද
වෙලා ද,වෙලා,ද,වෙලා ද
වෙලාවෙ ද,වෙලාවෙ,ද,වෙලාවෙ ද
වෙහෙසක් ද,වෙහෙසක්,ද,වෙහෙසක් ද
වේ ද,වේ,ද,වේ ද
වේදනා ද,වේදනා,ද,වේදනා ද
වේදනාව ද,වේදනාව,ද,වේදනාව ද
වේවි ද,වේවි,ද,වේවි ද
වෛද්‍යවරු ද,වෛද්‍යවරු,ද,වෛද්‍යවරු ද
වෛරය ද,වෛරය,ද,වෛරය ද
ශක්තින් ද,ශක්තින්,ද,ශක්තීන් ද
ශක්තිය ද,ශක්තිය,ද,ශක්තිය ද
ශක්‍රදේවේන්ද්‍රයා ද,ශක්‍රදේවේන්ද්‍රයා,ද,ශක්‍ර දේවේන්ද්‍රයා ද
ශ්‍රමිකයන් ද,ශ්‍රමිකයන්,ද,ශ්‍රමිකයන් ද
ශාඛාවට ද,ශාඛාවට,ද,ශාඛාවට ද
ශාසනයෙහි ද,ශාසනයෙහි,ද,ශාසනයෙහි ද
ශාසනවලදී ද,ශාසනවලදී,ද,ශාසනවල දී ද
ශිල්පීන් ද,ශිල්පීන්,ද,ශිල්පීන් ද
සංකල්ප ද,සංකල්ප,ද,සංකල්ප ද
සංකීර්ණයෙන් ද,සංකීර්ණයෙන්,ද,සංකීර්ණයෙන් ද
සංකේතයක් ද,සංකේතයක්,ද,සංකේතයක් ද
සංගීතය ද,සංගීතය,ද,සංගීතය ද
සංරක්ෂණයට ද,සංරක්ෂණයට,ද,සංරක්ෂණයට ද
සංවිධානය ද,සංවිධානය,ද,සංවිධානය ද
සංවිධානයන්ට ද,සංවිධානයන්ට,ද,සංවිධානයන්ට ද
සංවිධානයේ ද,සංවිධානයේ,ද,සංවිධානයේ ද
සංවේදකයන් ද,සංවේදකයන්,ද,සංවේදකයන් ද
සංස්කෘතියක් ද,සංස්කෘතියක්,ද,සංස්කෘතියක් ද
සංසිද්ධියක් ද,සංසිද්ධියක්,ද,සංසිද්ධියක් ද
සටහනක් ද,සටහනක්,ද,සටහනක් ද
සත්‍යයක් ද,සත්‍යයක්,ද,සත්‍යයක් ද
සතුනට ද,සතුනට,ද,සතුනට ද
සතුරෝ ද,සතුරෝ,ද,සතුරෝ ද
සඳහා ද,සඳහා,ද,සඳහා ද
සමඟ ද,සමඟ,ද,සමඟ ද
සම්පත් ද,සම්පත්,ද,සම්පත් ද
සම්පන්න ද,සම්පන්න,ද,සම්පන්න ද
සම්බන්ධතා ද,සම්බන්ධතා,ද,සම්බන්ධතා ද
සම්බන්ධයක් ද,සම්බන්ධයක්,ද,සම්බන්ධයක් ද
සම්බන්ධයෙන් ද,සම්බන්ධයෙන්,ද,සම්බන්ධයෙන් ද
සමාජය ද,සමාජය,ද,සමාජය ද
සමාජයට ද,සමාජයට,ද,සමාජයට ද
සමාන ද,සමාන,ද,සමාන ද
සරණ ද,සරණ,ද,සරණ ද
සරත් ද,සරත්,ද,සරත් ද
සරදමක් ද,සරදමක්,ද,සරදමක් ද
සර්පයාට ද,සර්පයාට,ද,සර්පයාට ද
සසුනඹර ද,සසුනඹර,ද,සසුනඹර ද
සහගත ද,සහගත,ද,සහගත ද
සහාය ද,සහාය,ද,සහාය ද
සහිතව ද,සහිතව,ද,සහිත ව ද
ස්ත්‍රියට ද,ස්ත්‍රියට,ද,ස්ත්‍රියට ද
ස්ථානය ද,ස්ථානය,ද,ස්ථානය ද
