original,correction
ලැස්තිවෙන්නේ,ලෑස්ති වෙන්නේ
ලියන්නේ,ලියන්නේ
ලියවුනේ,ලියවුණේ
ලියවෙන්නේ,ලියවෙන්නේ
ලෙඩක්නේ,ලෙඩක් නේ
වගකියන්නේ,වගකියන්නේ
වගේනේ,වගේ නේ
වගේමනේ,වගේම නේ
වචනේ,වචනේ
වට්ටන්නේ,වට්ටන්නේ
වටින්නේ,වටින්නේ
වටුනේ,වැටුණේ
වඩන්නේ,වඩන්නේ
වඩනේ,වඩනේ
වදින්නේ,වදින්නේ
වනසන්නේ,වනසන්නේ
වනසාගන්නේ,වනසා ගන්නේ
වන්නේ,වන්නේ
වනේ,වනේ
වඳින්නේ,වඳින්නේ
වපුරන්නේ,වපුරන්නේ
වමනේ,වමනේ
වයසනේ,වයස නේ
වරද්දගන්නේ,වරද්දගන්නේ
වරදින්නේ,වරදින්නේ
වලකින්නේ,වළකින්නේ
වලපනේ,වලපනේ
වහන්නේ,වහන්නේ
වළකන්නේ,වළකන්නේ
වළඳන්නේ,වළඳන්නේ
ව්‍යාංජනේ,ව්‍යාංජනේ
වානේ,වානේ
වාර්තාවන්නේ,වාර්තා වන්නේ
වාහනේ,වාහනේ
වැජඹෙන්නේ,වැජඹෙන්නේ
වැටහුනේ,වැටහුණේ
වැටහෙන්නේ,වැටහෙන්නේ
වැටුනේ,වැටුණේ
වැටෙනවනේ,වැටෙනව නේ
වැටෙන්නේ,වැටෙන්නේ
වැඩසටහනේ,වැඩසටහනේ
වැඩිවෙනවනේ,වැඩිවෙනව නේ
වැඩුනේ,වැඩුණේ
වැඩෙන්නේ,වැඩෙන්නේ
වැඩේනේ,වැඩේ නේ
වැදුනේ,වැදුණේ
වැරදියිනේ,වැරදියි නේ
වැරදුනේ,වැරදුණේ
වැරදෙන්නේ,වැරදෙන්නේ
වැරැද්දක්නේ,වැරැද්දක් නේ
වැවෙනවනේ,වැවෙනව නේ
වෑංජනේ,වෑංජනේ
විකිණෙන්නේ,විකිණෙන්නේ
විතරනේ,විතර නේ
විතරමනේ,විතරම නේ
විතරයිනේ,විතරයි නේ
විදානේ,විදානේ
විදින්නේ,විදින්නේ
විදියටනේ,විදියට නේ
විනේ,විනේ
විඳවන්නේ,විඳවන්නේ
විඳින්නේ,විඳින්නේ
විමසන්නේ,විමසන්නේ
විමානේ,විමානේ
වියනේ,වියනේ
වියැකෙන්නේ,වියැකෙන්නේ
විසඳන්නේ,විසඳන්නේ
විසඳුනේ,විසඳුණේ
විසඳෙන්නේ,විසඳෙන්නේ
විසිරුවන්නේ,විසිරුවන්නේ
වුණානේ,වුණා නේ
වුනානේ,වුණා නේ
වුනේ,වුණේ
වුනොත්නේ,වුණොත් නේ
වෙනවනේ,වෙනව නේ
වෙන්නේ,වෙන්නේ
වෙනුවෙන්නේ,වෙනුවෙන් නේ
වෙයිනේ,වෙයි නේ
වෙලානේ,වෙලා නේ
වෙහෙසුනේ,වෙහෙසුණේ
වෙහෙසෙන්නේ,වෙහෙසෙන්නේ
වෛරයකින්නේ,වෛරයකින් නේ
සංගමයක්නේ,සංගමයක් නේ
සංවර්ධනේ,සංවර්ධනේ
සක්මනේ,සක්මනේ
සඟරුවනේ,සඟරුවනේ
සටනේ,සටනේ
සටහනේ,සටහනේ
සතානේ,සතා නේ
සතුටුවෙන්නේ,සතුටු වෙන්නේ
සපයන්නේ,සපයන්නේ
සපිරෙන්නේ,සපිරෙන්නේ
සමරන්නේ,සමරන්නේ
සමරයිනේ,සමරයි නේ
සරන්නේ,සරන්නේ
සරසන්නේ,සරසන්නේ
සලකන්නේ,සලකන්නේ
සලස්වන්නේ,සලස්වන්නේ
සසනේ,සසුනේ
සස්නේ,සස්නේ
සසුනේ,සසුනේ
සළකන්නේ,සලකන්නේ
සාදන්නේ,සාදන්නේ
සාසනේ,සාසනේ
සැරසෙන්නේ,සැරසෙන්නේ
සැරිසරන්නේ,සැරිසරන්නේ
සැලකෙන්නේ,සැලකෙන්නේ
සැලසෙන්නේ,සැලසෙන්නේ
සැලෙන්නේ,සැලෙන්නේ
සෑහෙන්නේ,සෑහෙන්නේ
සිටින්නේ,සිටින්නේ
සිටුවන්නේ,සිටුවන්නේ
සිතන්නේ,සිතන්නේ
සිතුනේ,සිතුණේ
සිතෙන්නේ,සිතෙන්නේ
සිද්ධවන්නේ,සිද්ධ වන්නේ
සිදුකරන්නේ,සිදුකරන්නේ
සිදුකෙරෙන්නේ,සිදුකෙරෙන්නේ
සිදුවන්නේ,සිදුවන්නේ
සිදුවෙන්නේ,සිදුවෙන්නේ
සින්දුනේ,සින්දු නේ
සිහිවෙන්නේ,සිහි වෙන්නේ
සුනේ,සුනේ
සුමානේ,සුමානේ
සුරකින්නේ,සුරකින්නේ
සුරැකෙන්නේ,සුරැකෙන්නේ
සෙනසුනේ,සෙනසුනේ
සෙවනේ,සෙවණේ
සොයන්නේ,සොයන්නේ
සොහොනේ,සොහොනේ
සෝදන්නේ,සෝදන්නේ
හටගන්නේ,හටගන්නේ
හඬවන්නේ,හඬවන්නේ
හත්දෙයියනේ,හත්දෙයියනේ
හදනවනේ,හදනව නේ
හදන්නේ,හදන්නේ
හදාගන්නේ,හදාගන්නේ
හදාගෙනතියෙන්නේ,හදාගෙන තියෙන්නේ
හදාරන්නේ,හදාරන්නේ
හදාරලානේ,හදාරලා නේ
හදුන්වන්නේ,හඳුන්වන්නේ
හන්තානමනේ,හන්තානම නේ
හනේ,හනේ
හඳපානේ,හඳපානේ
හඳුනන්නේ,හඳුනන්නේ
හඳුන්වන්නේ,හඳුන්වන්නේ
හඳුනාගන්නේ,හඳුනාගන්නේ
හමන්නේ,හමන්නේ
හම්බවෙන්නේ,හම්බවෙන්නේ
හම්බෙන්නේ,හම්බෙන්නේ
හමුවන්නේ,හමුවන්නේ
හමුවෙන්නේ,හමුවෙන්නේ
හරකනේ,හරක නේ
හරකුනේ,හරකුනේ
හරින්නේ,හරින්නේ
හරියන්නේ,හරියන්නේ
හසුරුවන්නේ,හසුරුවන්නේ
හාමදුරුවනේ,හාමුදුරුවනේ
හාමිනේ,හාමිනේ
හාමුදුරුවනේ,හාමුදුරුවනේ
හාරන්නේ,හාරන්නේ
හාස්කමක්නේ,හාස්කමක් නේ
හැකිවන්නේ,හැකි වන්නේ
හැගෙන්නේ,හැඟෙන්නේ
හැඟෙන්නේ,හැඟෙන්නේ
හැටතුනේ,හැට තුනේ
හැටියටමනේ,හැටියටම නේ
හැඩවෙන්නේ,හැඩ වෙන්නේ
හැදින්වෙන්නේ,හැඳින්වෙන්නේ
හැදුනේ,හැදුණේ
හැදුවනේ,හැදුව නේ
හැදෙන්නේ,හැදෙන්නේ
හැඳින්වෙන්නේ,හැඳින්වෙන්නේ
හැරමිටිපානේ,හැරමිටිපානේ
හැරුනේ,හැරුණේ
හැරෙන්නේ,හැරෙන්නේ
හැලෙන්නේ,හැලෙන්නේ
හැසිරෙන්නේ,හැසිරෙන්නේ
හෑරුනේ,හෑරුණේ
හෑසිරෙන්නේ,හැසිරෙන්නේ
හිඟමනේ,හිඟමනේ
හිටින්නේ,හිටින්නේ
හිතනනේ,හිතන්නේ
හිතන්නේ,හිතන්නේ
හිත්නනේ,හිතන්නේ
හිත්නේ,හිත් නේ
හිතුනේ,හිතුණේ
හිතෙන්න්නේ,හිතෙන්නේ
හිතෙන්නේ,හිතෙන්නේ
හිඳින්නේ,හිඳින්නේ
හිමිවන්නේ,හිමිවන්නේ
හිමිවෙන්නේ,හිමිවෙන්නේ
හීනේ,හීනේ
හුන්නේ,හුන්නේ
හෙවනේ,හෙවණේ
හෙළිවන්නේ,හෙළිවන්නේ
හේතුවන්නේ,හේතුවන්නේ
හේතුවුනේ,හේතුවුණේ
හේනේ,හේනේ
හොඳයිනේ,හොඳයි නේ
හොබවන්නේ,හොබවන්නේ
හොයන්නේ,හොයන්නේ
හෝදන්නේ,හෝදන්නේ
ළඳුනේ,ළඳුනේ
ළමයිනේ,ළමයිනේ
ෆිල්ම්ස්නේ,ෆිල්ම්ස් නේ
