original,correction
දොඩවනව,දොඩවනවා
දොරටුව,දොරටුව
දොරමඩලාව,දොරමඬලාව
දෝලාව,දෝලාව
දෝව,දෝව
ධනාත්මකව,ධනාත්මක ව
ධර්මතාව,ධර්මතාව
ධර්මනුකුලව,ධර්මානුකූල ව
ධර්මානුකූලව,ධර්මානුකූල ව
ධාතුව,ධාතුව
ධාර්මිකව,ධාර්මික ව
ධාරාව,ධාරාව
නංගිව,නංගිව
නගනව,නඟනවා
නටබුන්ව,නටබුන් ව
නඩත්තුව,නඩත්තුව
නඩුව,නඩුව
නතුව,නතු ව
නපුන්සකයව,නපුංසකයව
නම්‍යතාව,නම්‍යතාව
නලාව,නලාව
නව,නව
නවකතාව,නවකතාව
නවකථාව,නවකතාව
නවත්තනව,නවත්තනවා
නවතින්නැතුව,නවතින් නැතුව
නවමුව,නවමුව
නව්කාව,නෞකාව
නළුව,නළුවා
නාදිකාව,නාදිකාව
නානව,නානවා
නාමපුවරුව,නාම පුවරුව
නාමිකව,නාමික ව
නායකත්ව,නායකත්ව
නායකයකුව,නායකයකු ව
නායකයානායිකාව,නායකයා නායිකාව
නායකුයෙකුව,නායකයෙකු ව
නායිකාව,නායිකාව
නාලන්දාව,නාලන්දාව
නාලිකාව,නාලිකාව
නැත්නම්කලාව,නැත්නම් කලාව
නැතිබව,නැති බව
නැතිව,නැති ව
නැතුව,නැතුව
නැඹුරුව,නැඹුරුව
නැඹූරුව,නැඹුරුව
නැලවෙනව,නැලවෙනවා
නැව,නැව
නැවත්තුව,නැවත්තුව
නෑතුව,නැතුව
නෑයෙකුව,නෑයෙකුව
නිකායාගතව,නිකායාගත ව
නිකුතුව,නිකුතුව
නිත්‍යානුකුලව,නීත්‍යානුකුල ව
නිත්‍යානුකූලව,නීත්‍යානුකුල ව
නිදහස්ව,නිදහස් ව
නිදාගන්නව,නිදාගන්නවා
නිදිනැතිව,නිදි නැති ව
නිධන්ගතව,නිධන්ගත ව
නිපුණබව,නිපුණ බව
නිබඳව,නිබඳ ව
නිමග්නව,නිමග්න ව
නිමාව,නිමාව
නියමව,නියම ව
නියමිතව,නියමිත ව
නිරතව,නිරත ව
නිරතුරුව,නිරතුරු ව
නිරන්තරව,නිරන්තර ව
නිරපේක්ෂව,නිරපේක්ෂ ව
නිරවද්‍යතාව,නිරවද්‍යතාව
නිරවුල්ව,නිරවුල්ව
නිර්නාමිකව,නිර්නාමික ව
නිර්භයව,නිර්භය ව
නිර්භීතව,නිර්භීත ව
නිර්මාණශීලීව,නිර්මාණශීලී ව
නිර්මාණාත්මකව,නිර්මාණාත්මක ව
නිර්ලෝභීව,නිර්ලෝභී ව
නිර්විඥානිකව,නිර්විඥානික ව
නිරුපද්‍රිතව,නිරුපද්‍රිත ව
නිරුවත්ව,නිරුවත් ව
නිරෝගීව,නිරෝගී ව
නිලධාරියාව,නිලධාරියාව
නිවන්සුව,නිවන් සුව
නිවරදිව,නිවැරදි ව
නිවාඩුව,නිවාඩුව
නිවැරදිතාව,නිවැරදිතාව
නිවැරදිව,නිවැරදි ව
නිවැරැදිව,නිවැරදි ව
නිශ්චිතව,නිශ්චිත ව
නිශ්ශබ්දතාව,නිශ්ශබ්දතාව
නිශ්ශබ්දව,නිශ්ශබ්ද ව
නිෂ්පාදිකාව,නිෂ්පාදිකාව
නිසලව,නිසල ව
නිසියාකාරව,නිසියාකාර ව
නිහඩව,නිහඬ ව
නිහඬව,නිහඬ ව
නිහඬියාව,නිහැඬියාව
නිහතමානීව,නිහතමානී ව
නිහාරිකාව,නිහාරිකාව
නීත්‍යානුකූලබව,නීත්‍යානුකූල බව
නීත්‍යානුකූලව,නීත්‍යානුකූල ව
නීතියානුකූලව,නීත්‍යානුකූල ව
නීරෝගීව,නිරෝගී ව
නෙව,නෙව
නෙළීමේකලාව,නෙළීමේ කලාව
නෙළුව,නෙළුව
නේටෝව,නේටෝව
නේවාසිකව,නේවාසික ව
නොඅඩුව,නොඅඩු ව
නොකරනව,නොකරනවා
නොකැරුව,නොකෙරුව
නොකිව,නොකිව
නොකිව්ව,නොකිව්ව
නොදැනුවත්ව,නොදැනුවත් ව
නොපමාව,නොපමා ව
නොපැකිලව,නොපැකිළ ව
නොපැකිළව,නොපැකිළ ව
නොබියව,නොබිය ව
නොමදව,නොමඳ ව
නොමඳව,නොමඳ ව
නොමැතිව,නොමැති ව
නොමුලාව,නොමුලා ව
නොලදව,නොලද ව
නොව,නොව
නොවනබව,නොවන බව
නොවුව,නොවුව
නොවෙනස්ව,නොවෙනස් ව
නොහැකිබව,නොහැකි බව
නොහැකියාව,නොහැකියාව
නොහැකිව,නොහැකි ව
නොහැදියාව,නොහැදියාව
නෝට්ටුව,නෝට්ටුව
නෞකාව,නෞකාව
පක්ෂව,පක්ෂ ව
පගාව,පගාව
පටංගන්නව,පටන් ගන්නවා
පටන්ගන්නව,පටන් ගන්නවා
පටලව,පටලව
පටලවගන්නව,පටලව ගන්නවා
පටහැනිව,පටහැනි ව
පතනව,පතනවා
පත්තානුමෝදනාව,පත්තානුමෝදනාව
පත්තිරිප්පුව,පත්තිරිප්පුව
පත්ව,පත් ව
පත්වෙනව,පත් වෙනවා
පතිවෘතාව,පතිවෘතාව
පදනම්ව,පදනම් ව
පදිංචිව,පදිංචි ව
පදියතලාව,පදියතලාව
පනව,පනව
පන්දුව,පන්දුව
පනිනව,පනිනවා
පපුව,පපුව
පරක්කුව,පරක්කුව
පරදිනව,පරදිනවා
පරම්පරව,පරම්පරාව
පරම්පරාව,පරම්පරාව
පරම්පාරාව,පරම්පරාව
පරමාදර්ශීව,පරමාදර්ශී ව
පරලොව,පරලොව
පරස්පරව,පරස්පර ව
පරාභව,පරාභව
පරිකල්පනීයව,පරිකල්පනීය ව
පරිදේව,පරිදේව
පරිපූර්ණව,පරිපූර්ණ ව
පරිබව,පරිභව
පරිබ්‍රාජිකාව,පරිබ්‍රාජිකාව
පරිබාහිරව,පරිබාහිර ව
පරිභව,පරිභව
පරිමාව,පරිමාව
පරීක්ෂාව,පරීක්ෂාව
පලබරව,පලබර ව
පලහිලව්ව,පලහිලව්ව
පල්ලව,පල්ලව
පව,පව
පවතිනව,පවතිනවා
පවිත්‍රතාව,පවිත්‍රතාව
පසුකාලීනව,පසුකාලීන ව
පසුව,පසු ව
පහත්ව,පහත් ව
පහව,පහ ව
පහසුව,පහසුව
පහළව,පහළව
පහළොව,පහළොව
පළමුව,පළමුව
පළව,පළ ව
ප්‍රකටව,ප්‍රකට ව
ප්‍රකාරව,ප්‍රකාර ව
ප්‍රචලිතව,ප්‍රචලිත ව
ප්‍රජාව,ප්‍රජාව
ප්‍රඥාව,ප්‍රඥාව
ප්‍රඥාවන්තව,ප්‍රඥාවන්ත ව
ප්‍රත්‍යව,ප්‍රත්‍ය ව
ප්‍රතිඥාව,ප්‍රතිඥාව
ප්‍රතිපදාව,ප්‍රතිපදාව
ප්‍රතිභාව,ප්‍රතිභාව
ප්‍රතිමාව,ප්‍රතිමාව
ප්‍රතිරාව,ප්‍රතිරාව
ප්‍රතිලෝමව,ප්‍රතිලෝම ව
ප්‍රතිවිරුද්ධව,ප්‍රතිවිරුද්ධ ව
ප්‍රතිෂ්ඨාව,ප්‍රතිෂ්ඨාව
ප්‍රථමව,ප්‍රථම ව
ප්‍රබලතාව,ප්‍රබලතාව
ප්‍රබලව,ප්‍රබල ව
ප්‍රභලතාව,ප්‍රබලතාව
ප්‍රභලව,ප්‍රබල ව
ප්‍රභව,ප්‍රභව
ප්‍රභාකරන්ව,ප්‍රභාකරන්ව
ප්‍රභාස්වරව,ප්‍රභාස්වර ව
ප්‍රමාදීව,ප්‍රමාදී ව
ප්‍රයෝගිකව,ප්‍රායෝගික ව
ප්‍රවණතාව,ප්‍රවණතාව
ප්‍රවිෂ්ටව,ප්‍රවිෂ්ඨ ව
ප්‍රශංසාව,ප්‍රශංසාව
ප්‍රසව,ප්‍රසව
ප්‍රස්ථාව,ප්‍රස්තාව
ප්‍රසිද්ධව,ප්‍රසිද්ධ ව
ප්‍රහේලිකාව,ප්‍රහේළිකාව
ප්‍රාදේශියව,ප්‍රාදේශීය ව
ප්‍රායෝගිකව,ප්‍රායෝගික ව
ප්‍රාර්ථනාව,ප්‍රාර්ථනාව
ප්‍රියම්බිකාව,ප්‍රියම්බිකාව
ප්‍රේක්ෂකයව,ප්‍රේක්ෂකයව
ප්‍රේක්ෂකයාව,ප්‍රේක්ෂකයාව
ප්‍රේමදාසව,ප්‍රේමදාසව
ප්‍රෝඩාව,ප්‍රෝඩාව
පාක්ෂිකව,පාක්ෂික ව
පාටිකාව,පාටිකාව
පාඨකයාව,පාඨකයාව
පාඨමාලාව,පාඨමාලාව
පාඩුව,පාඩුව
පාත්‍රව,පාත්‍ර ව
පාරම්පරිකව,පාරම්පරික ව
පාරමිතාව,පාරමිතාව
පාර්ලිමේන්තුව,පාර්ලිමේන්තුව
පාර්ශව,පාර්ශව
පාර්ශ්ව,පාර්ශ්ව
පාර්ශ්විකව,පාර්ශ්වික ව
පාලුව,පාලුව
පාලූව,පාලුව
පාවෙනව,පාවෙනවා
පාසාදිකාව,පාසාදිකාව
පාළුව,පාලුව
පැංචව,පැංචව
පැටියව,පැටියව
පැත්තටවෙනව,පැත්තට වෙනවා
පැලව,පැළ ව
පැවසුව,පැවසුව
පැවිදිව,පැවිදි ව
පැහදිලිව,පැහැදිලි ව
පැහැදිලිව,පැහැදිලි ව
පැහැදිළිව,පැහැදිලි ව
පැහැපත්ව,පැහැපත් ව
පැහැරගන්නව,පැහැර ගන්නවා
පෑයුව,පෑයුව
පෑහෙනව,පෑහෙනවා
පිටකොටුව,පිටකොටුව
පිටත්ව,පිටත් ව
පිටව,පිට ව
පිටුව,පිටුව
පිපාසාව,පිපාසාව
පිපෙනව,පිපෙනවා
පිම්බීමේකලාව,පිම්බීමේ කලාව
පියානෝව,පියානෝව
පියාව,පියාව
පිරිපහදුව,පිරිපහදුව
පිරිපුන්ව,පිරිපුන් ව
පිරිවරව,පිරිවරව
පිරිසක්බව,පිරිසක් බව
පිරිසිදුබව,පිරිසිදු බව
පිරිසිදුව,පිරිසිදු ව
පිරිසුදුව,පිරිසිදු ව
පිලිගන්නව,පිළිගන්නවා
පිලිබදව,පිළිබඳ ව
පිලිබඳව,පිළිබඳ ව
පිලිඹදව,පිළිබඳ ව
පිලිස්සුව,පිළිස්සුව
පිස්සුව,පිස්සුව
පිස්සෙක්ව,පිස්සෙක් ව
පිහිටුව,පිහිටුව
පිළබඳව,පිළිබඳ ව
පිළිකාව,පිළිකාව
පිළිගන්නව,පිළිගන්නවා
පිළිඳව,පිළිඳව
පිළිබදව,පිළිබඳ ව
පිළිබඳව,පිළිබඳ ව
පිළිබිඹුව,පිළිබිඹුව
පිළිමතලව්ව,පිළිමතලව්ව
පිළිඹදව,පිළිබඳ ව
පිළීබඳව,පිළිබඳ ව
පීටර්ව,පීටර්ව
පීඨිකාව,පීඨිකාව
පීඩාව,පීඩාව
පීඩිතව,පීඩිත ව
පුජාව,පූජාව
පුටුව,පුටුව
පුණ්ණාව,පුණ්ණාව
පුත්ව,පුත් ව
පුතාව,පුතාව
පුද්ගලයන්ව,පුද්ගලයන්ව
පුද්ගලයව,පුද්ගලයව
පුද්ගලයාව,පුද්ගලයාව
පුද්ගලයෙක්ව,පුද්ගලයෙක්ව
පුද්ගලිකව,පුද්ගලික ව
පුනර්භව,පුනර්භව
පුනරාවර්තීව,පුනරාවර්තී ව
පුබුදුව,පුබුදුව
පුර්ව,පූර්ව
පුරුදුව,පුරුදු ව
පුවරුව,පුවරුව
පුහුණව,පුහුණුව
පුහුණුව,පුහුණුව
පුළුල්ව,පුළුල් ව
පූජාව,පූජාව
පූජෝත්සව,පූජෝත්සව
පූර්ණව,පූර්ණ ව
පූර්ව,පූර්ව
පූර්වකව,පූර්වක ව
පූර්වාදර්ශීව,පූර්වාදර්ශී ව
පෙන්නනව,පෙන්නනවා
පෙරටුව,පෙරටු ව
පෙරදැරිව,පෙරදැරි ව
පෙරාතුව,පෙරාතුව
පෙරෙට්ටුව,පෙරෙට්ටුව
පෙරේතයින්ව,පෙරේතයින්ව
පේනව,පේනවා
පොම්පරිප්පුව,පොම්පරිප්පුව
පොරව,පොරව
පොරොන්දුව,පොරොන්දුව
පොලව,පොළොව
පොලොන්නරුව,පොළොන්නරුව
පොලොව,පොළොව
පොස්ටුව,පොස්ටුව
පොහොට්ටුව,පොහොට්ටුව
පොළඹවනව,පොළඹවනවා
පොළව,පොළොව
පොළොන්නරුව,පොළොන්නරුව
පොළොව,පොළොව
පෝටිකෝව,පෝටිකෝව
පෝරුව,පෝරුව
පෞද්ගලිකව,පෞද්ගලික ව
පෞරුෂත්ව,පෞරුෂත්ව
ඵලදායකව,ඵලදායක ව
ඵලදායිතාව,ඵලදායීතාව
ඵලදායීතාව,ඵලදායීතාව
ඵව්ව,එව්වා
ඵුස්සදේව,ඵුස්සදේව
බංගලාව,බංගලාව
බඩරස්සාව,බඩ රස්සාව
බණ්ඩාරනායකව,බණ්ඩාරනායකව
බන්ධනාගාරගතව,බන්ධනාගාරගත ව
බඹලොව,බඹලොව
බයිලාව,බයිලාව
බරක්ව,බරක් ව
බරපතළව,බරපතළ ව
බරව,බර ව
බරසාරව,බරසාර ව
බලකොටුව,බලකොටුව
බලධාරීන්ව,බලධාරීන්ව
බලනව,බලනවා
බලපානව,බලපානවා
බලව,බලව
බලවත්ව,බලවත් ව
බල්ලන්ව,බල්ලන්ව
බල්ලව,බල්ලව
බලාපොරෙත්තුව,බලාපොරොත්තුව
බලාපොරොත්තුව,බලාපොරොත්තුව
බව,බව
බහිරව,බහිරව
බහුදේව,බහුදේව
බහුලව,බහුල ව
බ්‍රහ්මචර්යාව,බ්‍රහ්ම චර්යාව
බ්‍රහ්මදේව,බ්‍රහ්මදේව
බාධාව,බාධාව
බානව,බානවා
බාන්නැතුව,බාන් නැතුව
බාරගන්නව,බාර ගන්නවා
බාසාව,භාෂාව
බාහිරව,බාහිර ව
බැංකුව,බැංකුව
බැක්ටීරියාව,බැක්ටීරියාව
බැතිබව,බැති බව
බැරිබව,බැරි බව
බැරිව,බැරි ව
බැරිවෙනව,බැරි වෙනවා
බැරුව,බැරුව
බැලුව,බැලුව
බැලූව,බැලුව
බැව,බව
බැහැරව,බැහැර ව
බිංදුව,බින්දුව
බින්දුව,බින්දුව
බිරිඳව,බිරිඳව
බිලිපූජාව,බිලි පූජාව
බිව්ව,බිව්ව
බිසව,බිසව
බිසොව,බිසව
බිහිව,බිහි ව
බීමත්ව,බීමත් ව
බුද්ධකාලීනව,බුද්ධ කාලීන ව
බුද්ධගයාව,බුද්ධගයාව
බුද්ධදේශනාව,බුද්ධ දේශනාව
බුද්ධපූජාව,බුද්ධ පූජාව
බුද්ධිමත්ව,බුද්ධිමත් ව
බුදුබව,බුදු බව
බුදුරුව,බුදුරුව
බුර්කාව,බුර්කාව
බුවාව,බුවාව
බෙලික්ව,බෙලික්ව
බේබද්දව,බේබද්දව
බේරුව,බේරුව
බොරලැස්ගමුව,බොරලැස්ගමුව
බොරුව,බොරුව
බොල්ලෑව,බොල්ලෑව
බෝට්ටුව,බෝට්ටුව
බෝධිකොටුව,බෝධි කොටුව
බෝධිපූජාව,බෝධි පූජාව
බෝධිමළුව,බෝධි මළුව
බෝධිසත්ත්ව,බෝධිසත්ත්ව
බෝධිසත්ව,බෝධිසත්ත්ව
බෝනික්කාව,බෝනික්කාව
බෞද්ධයකුව,බෞද්ධයකුව
බෞද්ධයාව,බෞද්ධයාව
බෞද්ධයින්ව,බෞද්ධයින්ව
භව,භව
භවනිව,භවනිව
භාග්‍යාව,භාග්‍යාව
භාරකරුව,භාරකරු ව
භාරදෙනව,භාර දෙනවා
භාරව,භාර ව
භාර්යාව,භාර්යාව
භාව,භාව
භාවනානුයෝගීව,භාවනානුයෝගී ව
භාවනායෝගිව,භාවනායෝගී ව
භාවනායෝගීව,භාවනායෝගී ව
භාවනාව,භාවනාව
භාවිතාව,භාවිතාව
භාශාව,භාෂාව
භාෂණව,භාෂණ ව
භාෂාත්මකව,භාෂාත්මක ව
භාෂාව,භාෂාව
භික්ෂුව,භික්ෂුව
භික්ෂූත්ව,භික්ෂූත්ව
භූමිකාව,භූමිකාව
භෞතිකව,භෞතික ව
මංජුලිකාව,මංජුලිකාව
මකුලොළුව,මකුලොළුව
මඛාදේව,මඛාදේව
මඩකලපුව,මඩකලපුව
මඩකළපුව,මඩකලපුව
මඩුව,මඩුව
මතවාදිව,මතවාදී ව
මතවාදීව,මතවාදී ව
මතුව,මතු ව
මතෘකාව,මාතෘකාව
මධ්‍යස්ථව,මධ්‍යස්ථ ව
මන්දගාමීව,මන්දගාමී ව
මන්දබුද්ධිකව,මන්දබුද්ධික ව
මන්දාර්ව,මන්දාර්ව
මනාපව,මනාප ව
මනාව,මනා ව
මනුලොව,මනුලොව
මනුෂ්‍යත්ව,මනුෂ්‍යත්ව
මනුස්සයව,මනුස්සයව
මනුස්සයාව,මනුස්සයාව
මනෝභාව,මනෝභාව
මනෝවිද්‍යාව,මනෝවිද්‍යාව
මයිකල්ව,මයිකල්ව
මරළුවාව,මරළුවාව
මරුවාව,මරුවාව
මලජරාව,මල ජරාව
මලපනිනව,මල පනිනවා
මල්ලව,මල්ලව
මල්ලිලව,මල්ලිලව
මල්ලිව,මල්ලිව
මලියදේව,මලියදේව
මලුව,මළුව
මව,මව
මවව,මවව
මහකත්නෝරුව,මහ කත්නෝරුව
මහඟුව,මහඟු ව
මහජනතාව,මහජනතාව
මහතාව,මහතාව
මහපොළොව,මහ පොළොව
මහබ්‍රහ්මයෙක්ව,මහබ්‍රහ්මයෙක්ව
මහමෙව්නාව,මහමෙව්නාව
මහව,මහව
මහාදේව,මහාදේව
මහානුභාව,මහානුභාව
මහාපොළොව,මහ පොළොව
මහාමේරුව,මහාමේරුව
මහින්දව,මහින්දව
මහේෂ්තුමාව,මහේෂ්තුමාව
මහේෂිකාව,මහේෂිකාව
මහෝපාසිකාව,මහෝපාසිකාව
මළුව,මළුව
මාත්තුව,මාත්තුව
මාත්‍යකාව,මාතෘකාව
මාත්‍රව,මාත්‍ර ව
මාතාව,මාතාව
මාතිකමාතාව,මාතිකමාතාව
මාතෘකාව,මාතෘකාව
මාධව,මාධව
මානව,මානව
මානසිකව,මානසික ව
මානාව,මානාව
මාමඩුව,මාමඩුව
මායාකාරියන්ව,මායාකාරියන්ව
මායාකාරියව,මායාකාරියව
මායාව,මායාව
මායිම්ව,මායිම් ව
මාරුව,මාරුව
මාලන්ව,මාලන්ව
මාලාව,මාලාව
මාලිගාව,මාලිගාව
මාලිමාව,මාලිමාව
මාලුවාව,මාළුවාව
මාලේව,මාලේව
මාව,මාව
මාසිකව,මාසික ව
මාළිගාව,මාලිගාව
මාළුව,මාළුව
මාෆියාව,මාෆියාව
මැකුව,මැකුව
මැකෙනව,මැකෙනවා
මැදිකාලීනව,මැදි කාලීන ව
මැදිව,මැදි ව
මැදිහත්ව,මැදිහත් ව
මැනව,මැනව
මැනැව,මැනව
මැරුව,මැරුව
මැලේසියාව,මැලේසියාව
මැවුව,මැවුව
මිච්ඡාජීව,මිච්ඡාජීව
මිත්‍යාව,මිත්‍යාව
මිත්‍රතාව,මිත්‍රතාව
මිත්‍රශීලීව,මිත්‍රශීලී ව
මිතුරන්ව,මිතුරන්ව
මිතුරුව,මිතුරු ව
මිථ්‍යාව,මිථ්‍යාව
මිනිසත්බව,මිනිසත් බව
මිනිස්සුන්ව,මිනිස්සුන්ව
මිනිසාව,මිනිසාව
මිනිසුන්ව,මිනිසුන්ව
මිනිහව,මිනිහව
මිනිහාව,මිනිහාව
මිනිහෙක්ව,මිනිහෙක්ව
මිනීමරුවාව,මිනීමරුවාව
මියපරලොව,මිය පරලොව
මිරිඟුව,මිරිඟුව
මීගමුව,මීගමුව
මුද්‍රාව,මුද්‍රාව
මුදිතව,මුදිත ව
මුදිතාව,මුදිතාව
මුදුව,මුදුව
මුන්ව,මුන්ව
මුරලිව,මුරලිව
මුල්ලේරියාව,මුල්ලේරියාව
මුල්ව,මුල් ව
මුලාව,මුලාව
මුලිකව,මූලික ව
මුව,මුව
මුසුව,මුසු ව
මූලිකව,මූලික ව
මූව,මූව
මෙගොල්ලන්ව,මේගොල්ලන්ව
මෙත්තාව,මෙත්තාව
මෙයාව,මෙයාව
මෙලොව,මෙලොව
මෙව්ව,මෙව්ව
මෙළොව,මෙලොව
මේකට්ටියව,මේ කට්ටියව
මේකතාමාලාව,මේ කතා මාලාව
මේකතාව,මේ කතාව
මේකථාව,මේ කතාව
මේකමෙන්ටුව,මේ කමෙන්ටුව
මේකව,මේකව
මේක්‍රියාව,මේ ක්‍රියාව
මේකාන්තාව,මේ කාන්තාව
මේකායානුපස්සනාව,මේ කායානුපස්සනාව
මේකායීව,මේකායීව
මේකාරණාව,මේ කාරණාව
මේකාව,මේකාව
මේකුණාටුව,මේ කුණාටුව
මේකෙරුවාව,මේ කෙරුවාව
මේකොදෙව්ව,මේ කොදෙව්ව
මේබව,මේ බව
මේරුව,මේරුව
මේලොව,මෙලොවේ
මේව,මේව
මොනව,මොනව
මොරටුව,මොරටුව
මොහුව,මොහුව
යක්ෂයාව,යක්ෂයාව
යටත්ව,යටත් ව
යටපත්ව,යටපත් ව
යථාභූතව,යථාභූත ව
යථාර්ථවත්ව,යථාර්ථවත් ව
යනබව,යන බව
යනව,යනවා
යන්නැතිව,යන් නැතිව
යව,යව
යවනව,යවනවා
යශෝධරාව,යශෝධරාව
යහපත්ව,යහපත් ව
යාත්‍රාව,යාත්‍රාව
යානාව,යානාව
යාපහුව,යාපහුව
යාබදව,යාබද ව
යාලුව,යාළුවා
යාවජීව,යාවජීව
යැවුව,යැවුව
යුක්තව,යුක්ත ව
යුත්තේරාජ්‍යතාන්ත්‍රිකව,යුත්තේ රාජ්‍යතාන්ත්‍රික ව
යුතුබව,යුතු බව
යුතුව,යුතු ව
යුදෙව්වන්ව,යුදෙව්වන්ව
යුනෙස්කෝව,යුනෙස්කෝව
යුව,යුව
යුහුයුහුව,යුහුයුහු ව
යෙදෙනව,යෙදෙනවා
යොදනව,යොදනවා
යොමුව,යොමුව
යෝග්‍යව,යෝග්‍ය ව
යෝගීව,යෝගී ව
යෝජනාව,යෝජනාව
රංගශාලාව,රංග ශාලාව
රංචුව,රංචුව
රක්ෂාව,රක්ෂාව
රකින්නාව,රකින්නාව
රඟපානව,රඟපානවා
රඟපෑව,රඟපෑව
රජතුමාව,රජතුමාව
රජ්ජුරුවන්ව,රජ්ජුරුවන්ව
රජීව්ව,රජීව්ව
රජුව,රජුව
රටක්ව,රටක් ව
රටාව,රටාව
රණව,රණව
රමණීයව,රමණීය ව
රම්බෝව,රම්බෝව
රඹෑව,රඹෑව
රසඥතාව,රසඥතාව
රසවත්ව,රසවත් ව
රස්තියාදුව,රස්තියාදුව
රස්සාව,රස්සාව
රසාඥතාව,රසඥතාව
රසිකයින්ව,රසිකයින්ව
රහත්බව,රහත් බව
රහත්ව,රහත් ව
රහසිගතව,රහසිගත ව
රහිතව,රහිත ව
රාජ්ව,රාජ්ව
රාජ්‍යයක්ව,රාජ්‍යයක් ව
රාජ්‍යාරක්ෂාව,රාජ්‍යාරක්ෂාව
රාමුව,රාමුව
රාව,රාව
රැකවලාව,රැකවලාව
රැකියාව,රැකියාව
රැජිණව,රැජිණව
රැවටීමේකලාව,රැවටීමේ කලාව
රැවටෙනව,රැවටෙනවා
රැස්ව,රැස් ව
රිංගනව,රිංගනවා
රිචඩ්ව,රිචඩ්ව
රිදෙනව,රිදෙනවා
රියදුරාව,රියදුරාව
රුකියාව,රැකියාව
රුදාව,රුදාව
රුව,රුව
රුවන්මඩුව,රුවන්මඩුව
රුවන්මළුව,රුවන්මළුව
රුසියාව,රුසියාව
රූපීබව,රූපී බව
රේඛාව,රේඛාව
රේගුව,රේගුව
රේඩියෝව,රේඩියෝව
රොබෝව,රොබෝව
රෝගීන්ව,රෝගීන්ව
රෝගීව,රෝගී ව
රෝහල්ගතව,රෝහල්ගත ව
රෞරව,රෞරව
ලංකව,ලංකව
ලංකාන්ඩුව,ලංකාණ්ඩුව
ලංකාව,ලංකාව
ලංව,ළං ව
ලක්ජනතාව,ලක් ජනතාව
ලක්තිලකව,ලක්තිලකව
ලක්දිව,ලක්දිව
ලක්ව,ලක් ව
ලජ්ජාව,ලජ්ජාව
ලණුව,ලණුව
ලදුව,ලදු ව
ලන්කාව,ලංකාව
ලමයින්ව,ළමයින්ව
ලම්භකව,ලම්බක ව
ලාම්පුව,ලාම්පුව
ලැජ්ජාව,ලැජ්ජාව
ලැදියාව,ලැදියාව
ලැදිව,ලැදිව
ලැබුව,ලැබුව
ලැබෙනව,ලැබෙනවා
ලැයිස්තුව,ලැයිස්තුව
ලිඛිතව,ලිඛිත ව
ලින්කන්ව,ලින්කන්ව
ලිබියාව,ලිබියාව
ලියනව,ලියනවා
ලියූව,ලියූව
ලිව්ව,ලිව්ව
ලිවිමේකුසලතාව,ලිවීමේ කුසලතාව
ලිහිල්ව,ලිහිල් ව
ලුසිෆර්ව,ලුසිෆර්ව
ලෙව,ලෙව
ලේකම්වරයෙකුව,ලේකම්වරයෙකු ව
ලේඛනගතව,ලේඛනගත ව
ලේඛිකාව,ලේඛිකාව
ලේන්සුව,ලේන්සුව
ලොකුව,ලොකුව
ලොප්ව,ලොප් ව
ලොව,ලොව
ලෝගුව,ලෝගුව
ලෝගෝව,ලෝගෝව
ව,ව
වංචනිකව,වංචනික ව
වංචාව,වංචාව
වංශකතාව,වංශ කතාව
වකපුටුව,වකපුටුව
වකවානුව,වකවානුව
වක්‍රව,වක්‍ර ව
වගකිව,වග කිව
වගාව,වගාව
වටපිටාව,වටපිටාව
වට්ටෝරුව,වට්ටෝරුව
වටිනව,වටිනවා
වතාව,වතාව
වදිනව,වදිනවා
වනගතව,වනගත ව
වනසත්ව,වන සත්ත්ව
වන්දනාව,වන්දනාව
වනාව,වනාව
වනිතාව,වනිතාව
වයෝවෘද්ධව,වයෝවෘද්ධ ව
වර්ජිතව,වර්ජිත ව
වර්ණනාව,වර්ණනාව
වර්ෂාව,වර්ෂාව
වරුව,වරුව
වරෙන්තුව,වරෙන්තුව
වලක්ව,වළක්ව
වලව්ව,වලව්ව
වවුනියාව,වවුනියාව
වසලයන්ව,වසලයන්ව
වස්ගමුව,වස්ගමුව
වස්තුව,වස්තුව
වහන්සේව,වහන්සේව
වහල්ව,වහල් ව
වහිනව,වහිනවා
වළාව,වලාව
ව්‍යවස්තාව,ව්‍යවස්ථාව
ව්‍යවස්ථානුකූලව,ව්‍යවස්ථානුකූල ව
ව්‍යවස්ථාව,ව්‍යවස්ථාව
ව්‍යවහාරිකව,ව්‍යවහාරික ව
ව්‍යාකූලතාව,ව්‍යාකූලතාව
ව්‍යාප්තව,ව්‍යාප්ත ව
වානිජව,වාණිජ ව
වායුව,වායුව
වාර්තාව,වාර්තාව
වාර්ෂිකව,වාර්ෂික ව
වාසනාව,වාසනාව
වාසුදේව,වාසුදේව
වැටෙනව,වැටෙනවා
වැඩසඟරාව,වැඩ සඟරාව
වැඩෙනව,වැඩෙනවා
වැනසුව,වැනසුව
වැනැසුව,වැනසුව
වැව,වැව
වෑවියතලාව,වෑවියතලාව
වික්ටරයව,වික්ටරයව
වික්ටර්ව,වික්ටර්ව
වික්ටෝරියාව,වික්ටෝරියාව
විකුණුව,විකුණුව
විචාරාත්මකව,විචාරාත්මක ව
විචිකිච්චාව,විචිකිච්ඡාව
විචිත්‍රවත්ව,විචිත්‍රවත් ව
විජ්ජාජීව,විජ්ජාජීව
විජිතයක්ව,විජිතයක් ව
විජේව,විජේව
