original,correction
ක්‍රීඩකයෙක්ම,ක්‍රීඩකයෙක් ම
කාගෙන්ම,කාගෙන් ම
කාටවත්ම,කාටවත්ම
කාන්තාවකටම,කාන්තාවකට ම
කාම,කාම
කාමරයේම,කාමරයේ ම
කාරණාවක්ම,කාරණාවක් ම
කාර්යක්ෂම,කාර්යක්ෂම
කාර්යයක්ම,කාර්යයක් ම
කාලයකටම,කාලයකට ම
කාලයකදීම,කාලයක දීම
කාලයකම,කාලයකම
කාලයකින්ම,කාලයකින් ම
කාලයම,කාලයම
කාලාම,කාලාම
කාලෙටම,කාලෙට ම
කාලෙම,කාලෙම
කාලේයේම,කාලේයේ ම
කාව්‍යම,කාව්‍ය ම
කැක්කුම,කැක්කුම
කැකුළුගම,කැකුළුගම
කැඩීම,කැඩීම
කැඳවීම,කැඳවීම
කැපකිරීම,කැපකිරීම
කැපවීම,කැපවීම
කැපීම,කැපීම
කැපුම,කැපුම
කැපුවම,කැපුවම
කැම,කැම
කැමතිම,කැමතිම
කැමැත්තෙන්ම,කැමැත්තෙන් ම
කැලතීම,කැලතීම
කැලෑවම,කැලෑව ම
කැවුම,කැවුම
කැළඹීම,කැළඹී ම
කෑදරකම,කෑදරකම
කෑම,කෑම
කෑමකම,කෑමක ම
කෑවම,කෑව ම
කිපීම,කිපී ම
කිපුණාම,කිපුණා ම
කිම,කිම
කිමිදීම,කිමිදීම
කියන්නම,කියන්නම
කියන්නෙම,කියන්නෙ ම
කියනුම,කියනු ම
කියපුවම,කියපුව ම
කියපුවාම,කියපුවා ම
කියම,කියම
කියලනේබොහෝම,කියලනේ බොහෝම
කියලම,කියල ම
කියවපුවම,කියවපුව ම
කියවපුවාම,කියවපුවා ම
කියවීම,කිය වීම
කියාදීම,කියා දීම
කියාපෑම,කියා පෑම
කියැවීම,කියැ වීම
කියෙව්වම,කියෙව්ව ම
කියෙව්වහම,කියෙව්වහ ම
කියෙව්වාම,කියෙව්වා ම
කියෙවුවම,කියෙවුව ම
කිරම,කිරම
කිරිදීම,කිරි දීම
කිරිබීම,කිරි බීම
කිරිම,කිරිම
කිරීම,කිරීම
කිරීමම,කිරීම ම
කිරීමෙන්ම,කිරීමෙන් ම
කිරීමේකර්ම,කිරීමේ කර්ම
කිරීමේක්‍රම,කිරීමේ ක්‍රම
කිවම,කිවම
කිව්වම,කිව්ව ම
කිව්වහම,කිව්වහ ම
කිව්වාම,කිව්වා ම
කිව්වෙම,කිව්වෙ ම
කිවුවම,කිවුව ම
කිවුවාම,කිවුවා ම
කිසිම,කිසිම
කිසියම්ම,කිසියම්ම
කිසිවක්ම,කිසිවක්ම
කිසිසේත්ම,කිසිසේත් ම
කිහිපදෙනෙක්ම,කිහිපදෙනෙක් ම
කිහිපදෙනෙක්වම,කිහිපදෙනෙක්ව ම
කිහිපයකටම,කිහිපයකට ම
කිහිපයකම,කිහිපයක ම
කිහිපයක්ම,කිහිපයක් ම
කීපදෙනෙක්ම,කීපදෙනෙක් ම
කීපයකටම,කීපයකට ම
කීපයකම,කීපයක ම
කීපයක්ම,කීපයක් ම
කීම,කීම
කීරීම,කීරීම
කීවහම,කීවහ ම
කුට්ටම,කුට්ටම
කුටියේම,කුටියේ ම
කුඩම්ම,කුඩම්ම
කුඩාම,කුඩාම
කුඩුම,කුඩුම
කුමාරයෙක්ම,කුමාරයෙක් ම
කුරිරුකම,කුරිරුකම
කුරුල්ලෙකුම,කුරුල්ලෙකු ම
කුලයක්ම,කුලයක් ම
කුසකටම,කුසකට ම
කුසල්ම,කුසල් ම
කුසුම,කුසුම
කුහකකම,කුහකකම
කුහකයන්ගෙන්ම,කුහකයන්ගෙන් ම
කෘත්‍රිම,කෘත්‍රිම
කෘතිම,කෘතිම
කෘතියක්ම,කෘතියක්ම
කෘතියේදීම,කෘතියේදීම
කෘතීම,කෘතීම
කෘෂිකර්ම,කෘෂිකර්ම
කෙටිම,කෙටිම
කෙටියෙන්ම,කෙටියෙන් ම
කෙටීම,කෙටීම
කෙනකුටම,කෙනකුට ම
කෙනාටම,කෙනාට ම
කෙනාම,කෙනා ම
කෙනෙක්ගෙම,කෙනෙක්ගෙ ම
කෙනෙක්ගේම,කෙනෙක්ගේ ම
කෙනෙක්ටම,කෙනෙක්ට ම
කෙනෙක්ම,කෙනෙක් ම
කෙනෙක්වම,කෙනෙක්ව ම
කෙනෙකුගේම,කෙනෙකුගේ ම
කෙනෙකුටම,කෙනෙකුට ම
කෙනෙකුම,කෙනෙකු ම
කෙනෙහිම,කෙනෙහි ම
කෙරීම,කෙරී ම
කෙරුවාම,කෙරුවා ම
කෙරෙන්නෙම,කෙරෙන්නෙ ම
කෙරෙන්නේම,කෙරෙන්නේ ම
කෙරෙහිම,කෙරෙහි ම
කෙලවීම,කෙලවී ම
කෙලින්ම,කෙලින් ම
කෙළින්ම,කෙළින් ම
කේලම,කේල ම
කොටගම,කොටගම
කොටම,කොටම
කොටසකටම,කොටසකට ම
කොටසටම,කොටසට ම
කොටසින්ම,කොටසින් ම
කොට්ඨාසයක්ම,කොට්ඨාසයක් ම
කොටින්ම,කොටින් ම
කොනේම,කොනේ ම
කොපියෙන්ම,කොපියෙන් ම
කොමිසම,කොමිසම
කොමෙන්ටුවෙන්ම,කොමෙන්ටුවෙන් ම
කොයිම,කොයිම
කොයියම්ම,කොයියම්ම
කොලම,කොලම
කොහෙත්ම,කොහෙත් ම
කොහොම,කොහොම
කොහොමත්ම,කොහොමත් ම
කොළකම,කොළකම
කොළඹම,කොළඹ ම
කෝපවීම,කෝප වීම
ඛෙහෙවින්ම,ඛෙහෙවින් ම
ගණනාවක්ම,ගණනාවක් ම
ගණුදෙනුවක්ම,ගණුදෙනුවක් ම
ගතකලාම,ගතකලා ම
ගතකිරීම,ගත කිරීම
ගත්තම,ගත්තම
ගත්තහම,ගත්තහම
ගත්තානම,ගත්තානම
ගත්තාම,ගත්තාම
ගත්තෙම,ගත්තෙ ම
ගත්තේම,ගත්තේ ම
ගනනාවක්ම,ගනනාවක් ම
ගන්ධකාම,ගන්ධකාම
ගන්නම,ගන්නම
ගම,ගම
ගමකටම,ගමකට ම
ගමටම,ගමට ම
ගමනටම,ගමනට ම
ගමන්කිරීම,ගමන් කිරීම
ගමන්ම,ගමන් ම
ගමනේම,ගමනේ ම
ගමම,ගම ම
ගමේකිසිම,ගමේ කිසිම
ගලින්ම,ගලින් ම
ගලෙහිම,ගලෙහි ම
ගවුම,ගවුම
ගසද්දීම,ගසද්දී ම
ගහකම,ගහකම
ගහගෙනම,ගහගෙන ම
ගහලම,ගහලම
ග්‍රාම,ග්‍රාම
ගාථාවක්ම,ගාථාවක් ම
ගාථාවත්ම,ගාථාවත් ම
ගානටම,ගානට ම
ගාවටම,ගාවට ම
ගාවම,ගාව ම
ගැටලුවකටම,ගැටලුවකට ම
ගැටීම,ගැටීම
ගැටීමක්ම,ගැටීමක් ම
ගැටුම,ගැටුම
ගැටෙත්ම,ගැටෙත් ම
ගැනම,ගැන ම
ගැන්ම,ගැන් ම
ගැන්වීම,ගැන් වීම
ගැනිම,ගැනීම
ගැනීම,ගැනීම
ගැනීමේක්‍රම,ගැනීමේ ක්‍රම
ගැම්මටම,ගැම්මට ම
ගැඹුරටම,ගැඹුරට ම
ගැඹුරුතම,ගැඹුරුත ම
ගැඹුරුම,ගැඹුරු ම
ගැයීම,ගැයී ම
ගැරහීම,ගැරහීම
ගැලපීම,ගැලපීම
ගැලපෙනම,ගැලපෙන ම
ගැලවීම,ගැලවී ම
ගැලවුම,ගැලවු ම
ගැලීම,ගැලීම
ගැවසීම,ගැවසීම
ගැස්ම,ගැස්ම
ගැසීම,ගැසීම
ගැසීමම,ගැසීම ම
ගැහුවම,ගැහුවම
ගෑනීම,ගෑනීම
ගෑම,ගෑම
ගිණුම,ගිණුම
ගිනුම,ගිණුම
ගියදාම,ගියදා ම
ගියවුන්ම,ගියවුන් ම
ගියහම,ගියහ ම
ගියාම,ගියා ම
ගිරානේගම,ගිරානේගම
ගිවිසුම,ගිවිසුම
ගිහින්ම,ගිහින් ම
ගීතයකින්ම,ගීතයකින් ම
ගුණධර්ම,ගුණ ධර්ම
ගුණධර්මයක්ම,ගුණ ධර්මයක්ම
ගුණමකුකම,ගුණ මකුකම
ගුණයෙන්ම,ගුණයෙන් ම
ගුණවත්කම,ගුණවත්කම
ගෘහණියකම,ගෘහණියක ම
ගෘහයකම,ගෘහයක ම
ගෙඩියක්ම,ගෙඩියක් ම
ගෙඩිවර්ගයකම,ගෙඩි වර්ගයක ම
ගෙතුළටම,ගෙතුළට ම
ගෙදරකම,ගෙදරක ම
ගෙදරටම,ගෙදරට ම
ගෙදරම,ගෙදර ම
ගෙනම,ගෙන ම
ගෙනයාම,ගෙනයා ම
ගෙනයෑම,ගෙනයෑ ම
ගෙනල්ලම,ගෙනල්ල ම
ගෙන්ම,ගෙන් ම
ගෙන්වීම,ගෙන් වීම
ගෙම,ගෙම
ගෙයකම,ගෙයක ම
ගෙයිම,ගෙයි ම
ගෙවීම,ගෙවී ම
ගෙවුනාම,ගෙවුනා ම
ගේම,ගේම
ගේමම,ගේම ම
ගොංකම,ගොංකම
ගොඩක්ම,ගොඩක් ම
ගොඩකිරීම,ගොඩ කිරීම
ගොඩගම,ගොඩගම
ගොඩගැලීම,ගොඩගැලීම
ගොඩටම,ගොඩටම
ගොඩනැගීම,ගොඩනැගීම
ගොඩබිම,ගොඩබිම
ගොඩම,ගොඩම
ගොඩයාම,ගොඩයාම
ගොඩාක්ම,ගොඩාක් ම
ගොම,ගොම
ගොයම,ගොයම
ගොවිකම,ගොවිකම
ගොවිගම,ගොවිගම
ගොවියකුටම,ගොවියකුට ම
ගොහොරුවේම,ගොහොරුවේ ම
ගෝතම,ගෝතම
ගෞතම,ගෞතම
ඝණකම,ඝණකම
ඝර්ම,ඝර්ම
චතුයාම,චතුයාම
චන්ද්‍රප්‍රේම,චන්ද්‍ර ප්‍රේම
චන්ද්‍රිකාවක්ම,චන්ද්‍රිකාවක් ම
චන්දිම,චන්දිම
චන්දෙකටම,චන්දෙකට ම
චර්ම,චර්ම
චර්යාගතවීම,චර්යාගත වීම
චරිතයකටම,චරිතයකට ම
චරිතයක්ම,චරිතයක් ම
ච්‍යුතවීම,ච්‍යුත වීම
චිත්‍රපටයකම,චිත්‍රපටයක ම
චිත්‍රපටයම,චිත්‍රපටය ම
චූටිම,චූටි ම
චේතනාවම,චේතනාව ම
ඡන්දයකින්ම,ඡන්දයකින් ම
ඡාම,ඡාම
ජංගම,ජංගම
ජනතාවම,ජනතාව ම
ජනප්‍රිත්වයෙන්ම,ජනප්‍රිත්වයෙන් ම
ජනප්‍රියකම,ජනප්‍රියක ම
ජනප්‍රියතම,ජනප්‍රියත ම
ජනප්‍රියම,ජනප්‍රිය ම
ජන්ම,ජන් ම
ජයගැනීම,ජය ගැනීම
ජයටම,ජයට ම
ජයම,ජය ම
ජයවේවාබොහෝම,ජය වේවා බොහෝම
ජාතියකටම,ජාතියකට ම
ජාතියකම,ජාතියක ම
ජාතියක්ම,ජාතියක් ම
ජාතියම,ජාතිය ම
ජාතියේම,ජාතියේ ම
ජාවාරම,ජාවාරම
ජිවිතේටම,ජිවිතේට ම
ජීවත්වීම,ජීවත් වීම
ජීවිතකාලයම,ජීවිත කාලය ම
ජීවිතයක්ම,ජීවිතයක් ම
ජීවිතයම,ජීවිතය ම
ජීවිතයේදීම,ජීවිතයේ දීම
ජීවිතයේම,ජීවිතයේ ම
ජීවිතේටම,ජීවිතේට ම
ජීවිතේම,ජීවිතේ ම
ජේතවනාරාම,ජේතවනාරාම
ජෝඩුවම,ජෝඩුව ම
ඥානයම,ඥානය ම
ටක්කෙටම,ටක්කෙට ම
ටිකම,ටික ම
ටිකෙන්ම,ටිකෙන් ම
ටිකේම,ටිකේ ම
ඩබලම,ඩබල ම
ඩැහැගැනීම,ඩැහැ ගැනීම
ඩෙනිම,ඩෙනිම
ණයදීම,ණය දීම
තට්ටුවටම,තට්ටුවට ම
තට්ටෙම,තට්ටෙ ම
තත්ත්පරයක්ම,තත්පරයක් ම
තත්ත්වයෙන්ම,තත්වයෙන් ම
තත්පරයක්ම,තත්පරයක් ම
තදම,තද ම
තදින්ම,තදින් ම
තදියම,තදිය ම
තන්හිම,තන්හිම
තනිකම,තනිකම
තනිකරම,තනිකර ම
තනියම,තනිය ම
තනියෙම,තනියෙ ම
තනිවම,තනිව ම
තබාගැනීම,තබා ගැනීම
තබාගෙනම,තබා ගෙනම
තම,තම
තමංම,තමං ම
තමන්ගෙන්ම,තමන්ගෙන් ම
තමන්ගෙම,තමන්ගෙ ම
තමන්ගේම,තමන්ගේ ම
තමන්ටම,තමන්ට ම
තමන්ම,තමන් ම
තමයිලේසිම,තමයි ලේසිම
තමාගෙන්ම,තමාගෙන් ම
තමාගේම,තමාගේ ම
තමාම,තමා ම
තමාවම,තමාව ම
තමුංගෙම,තමුංගෙ ම
තමුන්ගෙම,තමුන්ගෙ ම
තමුන්ගේම,තමුන්ගේ ම
තරගයකින්ම,තරගයකින් ම
තරඟයකම,තරඟයක ම
තරම,තරම
තරමක්ම,තරමක් ම
තරමටම,තරමට ම
තරම්ම,තරම් ම
තරයේම,තරයේ ම
තර්කයම,තර්කය ම
තරාතිරම,තරාතිරම
තල්ලූවීම,තල්ලූ වීම
තවම,තවම
තහනම,තහනම
ත්‍රිත්වයම,ත්‍රිත්වය ම
තාම,තාම
තැතිගැන්ම,තැතිගැන් ම
තැතිගැනීම,තැති ගැනීම
තැනකදීම,තැනක දී ම
තැනකම,තැනක ම
තැනටම,තැනට ම
තැනම,තැන ම
තැනවීම,තැන වීම
තැනැත්තාම,තැනැත්තා ම
තැනිතලාවම,තැනිතලාව ම
තැනින්ම,තැනින් ම
තැනීම,තැනීම
තැබීම,තැබීම
තැවීම,තැවීම
තිගැස්ම,තිගැස්ම
තිදෙනකුගෙන්ම,තිදෙනකුගෙන් ම
තිදෙනාටම,තිදෙනාට ම
තිදෙනාම,තිදෙනා ම
තිබ්බම,තිබ්බ ම
තිබීම,තිබීම
තිබුණාම,තිබුණා ම
තිබුණේම,තිබුණේ ම
තිබුනම,තිබුන ම
තිබුනෙම,තිබුනෙ ම
තිඹිරගෙයදීම,තිඹිරගෙය දී ම
තියලම,තියල ම
තියෙද්දිම,තියෙද්දි ම
තිරගතවීම,තිරගත වීම
තිසරණයම,තිසරණය ම
තිස්දෙකම,තිස් දෙක ම
තිස්සමහාරාම,තිස්සමහාරාම
තිස්සෙම,තිස්සෙ ම
තිස්සේම,තිස්සේ ම
තීන්දුවම,තීන්දුව ම
තීරණයක්ම,තීරණයක් ම
තුච්ඡකම,තුච්ඡකම
තුනකදීම,තුනක දී ම 
තුනක්ම,තුනක් ම
තුනම,තුන ම
තුන්දෙනාගෙම,තුන් දෙනාගෙ ම
තුන්දෙනාගේම,තුන් දෙනාගේ ම
තුන්දෙනාටම,තුන් දෙනාට ම
තුන්දෙනාම,තුන් දෙනා ම
තුන්වරක්ම,තුන් වරක්ම
තුමූම,තුමූම
තුරුම,තුරුම
තුලම,තුලම
තුළටතදින්ම,තුළට තදින් ම
තුළදීම,තුළ දී ම
තුළම,තුළ ම
තුළින්ම,තුළින් ම
තෘෂ්ණාවෙන්ම,තෘෂ්ණාවෙන් ම
තෙක්ම,තෙක් ම
තෙම,තෙම
තෙරපීම,තෙරපී ම
තෙරපුම,තෙරපු ම
තෙවරක්ම,තෙවරක් ම
තෙවරප්පෙරුම,තෙවරප්පෙරුම
තෙවිශයටම,තෙවිශයට ම
තේරීම,තේරීම
තේරුනාම,තේරුනා ම
තේරුම,තේරුම
තේරුම්කම,තේරුම්කම
තේරෙන්නෙම,තේරෙන්නෙ ම
තොටම,තොට ම
තොරවම,තොරව ම
තොරවීම,තොර වීම
තෝරාගැනීම,තෝරා ගැනීම
ථූපාරාම,ථූපාරාම
දක්වාම,දක්වාම
දක්ෂකම,දක්ෂකම
දක්ෂතම,දක්ෂතම
දක්ෂම,දක්ෂම
දකුණම,දකුණ ම
දඩයම,දඩයම
දඬුවම,දඬුවම
දන්දීම,දන් දීම
දන්නෙම,දන්නෙ ම
දම,දම
දමාගැනීම,දමා ගැනීම
දරදඬුම,දරදඬුම
දරමින්ම,දරමින් ම
දර්ම,ධර්ම
දර්ශනයක්ම,දර්ශනයක් ම
දරාගැනීම,දරා ගැනීම
දරුනතම,දරුනතම
දරුවකුටම,දරුවකුට ම
දවසකම,දවසක ම
දවසක්ම,දවසක් ම
දවසම,දවස ම
දවස්වලම,දවස්වල ම
දවසෙම,දවසෙ ම
දවසේම,දවසේ ම
දවාලීම,දවා ලී ම
දශම,දශම
දහම,දහම
දහමටම,දහමට ම
දහමම,දහම ම
දහමේකතාකරන්නෙම,දහමේ කතාකරන්නෙ ම
දාගත්තම,දාගත්ත ම
දාගත්තාම,දාගත්තා ම
දාගෙනම,දාගෙන ම
දානයම,දානය ම
දාන්නම,දාන්න ම
දාපුවම,දාපුව ම
දාපුවාම,දාපුවා ම
දාම,දාම
දායකයෙක්ගෙම,දායකයෙක්ගෙ ම
දාලම,දාල ම
දාලාම,දාලා ම
දැකපුවහම,දැකපුවහ ම
දැක්කම,දැක්ක ම
දැක්කහම,දැක්කහ ම
දැක්කාම,දැක්කා ම
දැක්ම,දැක්ම
දැක්විම,දැක්වීම
දැක්වීම,දැක්වීම
දැකීම,දැකීම
දැගලීම,දැගලීම
දැඩිම,දැඩිම
දැණුම,දැණුම
දැනගත්තම,දැනගත්ත ම
දැනගත්තාම,දැනගත්තා ම
දැනගැනීම,දැනගැනීම
දැනගෙනම,දැනගෙනම
දැනටම,දැනට ම
දැනම,දැනම
දැන්තම,දැන්තම
දැන්ම,දැන් ම
දැන්මම,දැන්ම ම
දැන්වීම,දැන්වීම
දැනිම,දැනිම
දැනීම,දැනීම
දැනුම,දැනුම
දැනුම්දීම,දැනුම් දී ම
දැම්ම,දැම්ම
දැම්මම,දැම්ම ම
දැම්මහම,දැම්මහ ම
දැම්මහාම,දැම්මහා ම
දැම්මාම,දැම්මා ම
දැමිම,දැමිම
දැමීම,දැමීම
දැරීම,දැරීම
දැල්වීම,දැල් වීම
දැවැන්තම,දැවැන්ත ම
දැහැගනීම,දැහැ ගැනීම
දැහැගැනීම,දැහැ ගැනීම
දෑනටම,දෑනට ම
දෑන්මම,දෑන්ම ම
දෑනුම,දෑනුම
දිගටම,දිගට ම
දිගම,දිග ම
දිග්ගෑස්සීම,දිග්ගෑස්සී ම
දිග්භාගයම,දිග්භාගය ම
දිගින්දිගටම,දිගින්දිගට ම
දිගේම,දිගේ ම
දිට්ඨධම්ම,දිට්ඨ ධම්ම
දිනකටම,දිනකට ම
දිනකම,දිනක ම
දිනපතාම,දිනපතා ම
දිනම,දින ම
දිනයකටම,දිනයකට ම
දින්නාම,දින්නා ම
දිනුම,දිනුම
දියුණුවත්ම,දියුණුවත් ම
දියුණුවෙත්ම,දියුණුවෙත් ම
දිරවීම,දිරවීම
දිරිගැන්වීම,දිරි ගැන්වීම
දිවයාම,දිව යාම
දිවයිනටම,දිවයිනට ම
දිවයිනම,දිවයින ම
දිවිනැගුම,දිවි නැගුම
දිවිපැවැත්ම,දිවි පැවැත්ම
දිශාවටම,දිශාවට ම
දිසාවක්ම,දිසාවක් ම
දිසාවටම,දිසාවට ම
දිහාම,දිහා ම
දිළිඳුකම,දිළිඳුකම
දීම,දී ම
දීමම,දී ම ම
දීර්ඝතම,දීර්ඝත ම
දුකටම,දුකට ම
දුකම,දුක ම
දුක්ඛිතම,දුක්ඛිත ම
දුකාම,දුකාම
දුටුපමනින්ම,දුටුපමනින් ම
දුටුවාම,දුටුවා ම
දුන්නම,දුන්න ම
දුන්නහම,දුන්නහ ම
දුන්නාම,දුන්නා ම
දුප්පත්කම,දුප්පත්ක ම
දුප්පතාටම,දුප්පතාට ම
දුම,දුම
දුම්රියේම,දුම්රියේ ම
දුරකදීම,දුරක දී ම
දුරම,දුර ම
දුර්ලභකම,දුර්ලභකම
දුර්ලභම,දුර්ලභ ම
දුෂ්කරම,දුෂ්කර ම
දෘෂ්ඨියම,දෘෂ්ඨිය ම
දෙකකම,දෙකක ම
දෙකක්ම,දෙකක් ම
දෙකටම,දෙකට ම
දෙකම,දෙක ම
දෙකින්ම,දෙකින් ම
දෙකෙන්ම,දෙකෙන් ම
දෙකෙහිදීම,දෙකෙහි දී ම
දෙකෙහිම,දෙකෙහි ම
දෙකේදීම,දෙකේ දී ම
දෙකේම,දෙකේ ම
දෙගොල්ලන්ටම,දෙගොල්ලන්ට ම
දෙගොල්ලන්ම,දෙගොල්ලන් ම 
දෙගොල්ලම,දෙගොල්ල ම
දෙගොල්ලොම,දෙගොල්ලො ම
දෙගොල්ලෝම,දෙගොල්ලෝ ම
දෙඩවීම,දෙඩ වීම
දෙඩීම,දෙඩී ම
දෙතැනම,දෙතැන ම
දෙදිගම,දෙදිගම
දෙදෙනාගෙන්ම,දෙදෙනාගෙන් ම
දෙදෙනාගේම,දෙදෙනාගේ ම
දෙදෙනාටම,දෙදෙනාට ම
දෙදෙනාම,දෙදෙනා ම
දෙදෙනෙකුම,දෙදෙනෙකු ම
දෙනකුම,දෙනකු ම
දෙනටම,දෙනට ම
දෙනම,දෙන ම
දෙනවාම,දෙනවා ම
දෙන්නගෙම,දෙන්නගෙ ම
දෙන්නටම,දෙන්නට ම
දෙන්නම,දෙන්න ම
දෙන්නාගේම,දෙන්නාගේ ම
දෙන්නාටම,දෙන්නාට ම
දෙන්නාම,දෙන්නා ම
දෙන්නෙම,දෙන්නෙ ම
දෙනාගේම,දෙනාගේ ම
දෙනාටම,දෙනාට ම
දෙනාම,දෙනා ම
දෙනාවම,දෙනාව ම
දෙනෙක්ටම,දෙනෙක්ට ම
දෙනෙක්ම,දෙනෙක් ම
දෙනෙකුගෙන්ම,දෙනෙකුගෙන් ම
දෙනෙකුටම,දෙනෙකුට ම
දෙනෙකුම,දෙනෙකු ම
දෙනෙතින්ම,දෙනෙතින් ම
දෙපක්ෂයම,දෙපක්ෂය ම
දෙපසින්ම,දෙපසින් ම
දෙපාරක්ම,දෙපාරක් ම
දෙපාර්ශවයටම,දෙපාර්ශවයට ම
දෙපාර්ශවයෙන්ම,දෙපාර්ශවයෙන් ම
දෙපාර්ශ්වයම,දෙපාර්ශ්වය ම
දෙපැත්තටම,දෙපැත්තට ම
දෙපැත්තම,දෙපැත්ත ම
දෙපැත්තෙන්ම,දෙපැත්තෙන් ම
දෙපැත්තෙම,දෙපැත්තෙ ම
දෙපිරිසටම,දෙපිරිසට ම
දෙපිරිසම,දෙපිරිස ම
දෙබෙදුම,දෙබෙදුම
දෙමාපියන්ගෙන්ම,දෙමාපියන්ගෙන් ම
දෙයක්ම,දෙයක් ම
දෙයටම,දෙයට ම
දෙයම,දෙය ම
දෙය්යන්ගෙම,දෙයියන්ගෙ ම 
දෙයින්ම,දෙයින් ම
දෙයියන්ගෙම,දෙයියන්ගෙ ම
දෙයියන්ගේම,දෙයියන්ගේ ම
දෙයියොම,දෙයියො ම
දෙරටේම,දෙරටේ ම
දෙලොවටම,දෙලොවට ම
දෙලොවදීම,දෙලොව දී ම
දෙලොවම,දෙලොව ම
දෙවතාවක්ම,දෙවතාවක් ම
දෙවරක්ම,දෙවරක් ම
දෙවියන්ගේම,දෙවියන්ගේ ම
දෙවියන්ම,දෙවියන් ම
දෙවියෙක්ටම,දෙවියෙක්ට ම
දෙසීම,දෙසීම
දෙසුම,දෙසුම
දේකටම,දේකට ම
දේකම,දේකම
දේකින්ම,දේකින් ම
දේටම,දේට ම
දේනාටම,දේනාට ම
දේම,දේම
දේශනාවකම,දේශනාවක ම
දේශනාවක්ම,දේශනාවක් ම
දේශනාවම,දේශනාව ම
දේශනාවලම,දේශනාවල ම
දේශනාවෙන්ම,දේශනාවෙන් ම
දේශනාවේදීම,දේශනාවේදී ම
දේශනාවේම,දේශනාවේ ම
දේශයම,දේශය ම
දේශයේම,දේශයේ ම
දොළහම,දොළහ ම
දොළහෙම,දොළහෙ ම
ධනවත්ම,ධනවත් ම
ධම්ම,ධම්ම
ධම්මාරාම,ධම්මාරා ම
ධර්ම,ධර්ම
ධර්මයක්ම,ධර්මයක් ම
ධර්මයම,ධර්මය ම
ධර්මයෙන්ම,ධර්මයෙන් ම
ධර්මයේම,ධර්මයේ ම
ධර්මානුධර්ම,ධර්මානු ධර්ම
ධාතුවම,ධාතුව ම
ධාන්‍යගම,ධාන්‍යගම
ධූම,ධූම
නගරයම,නගරය ම
නගරෙම,නගරෙ ම
නතරවීම,නතර වීම
නම,නම
නමම,නම ම
නමින්ම,නමින් ම
නමෙන්ම,නමෙන් ම
නරබන්නම,නරබන්න ම
නරඹන්නටම,නරඹන්නට ම
නරඹන්නම,නරඹන්න ම
නවගත්තේගම,නවගත්තේගම
නවතම,නවතම
නවතාලීම,නවතා ලී ම
නාකිවුනාම,නාකිවුනා ම
නාගෙනම,නාගෙන ම
නාඩගම,නාඩගම
නාම,නාම
නායකකම,නායකකම
නායකයකුම,නායකයකු ම
නාරිගම,නාරි ගම
නාලිකාවටම,නාලිකාවට ම
නැංවීම,නැංවීම
නැග්ගාම,නැග්ගා ම
නැග්ම,නැග් ම
නැගිටීම,නැගි ටී ම
නැගිම,නැගි ම
නැගීම,නැගී ම
නැගුම,නැගු ම
නැඟයාම,නැඟයා ම
නැඟීම,නැඟී ම
නැටීම,නැටී ම
නැටුම,නැටු ම
නැත්තටම,නැත්තට ම
නැත්තම,නැත්ත ම
නැත්තාසේම,නැත්තාසේ ම
නැත්තේම,නැත්තේ ම
නැතිකම,නැතිකම
නැතිම,නැතිම
නැතිවම,නැතිව ම
නැතිවීම,නැතිවී ම
නැතිවුනහම,නැතිවුනහ ම
නැතුවම,නැතුව ම
නැතුවාම,නැතුවා ම
නැන්දම්ම,නැන්දම්ම
නැරඹිම,නැරඹීම
නැරඹීම,නැරඹීම
නැවත්තුවම,නැවත්තුව ම
නැවතීම,නැවතී ම
නැවතුම,නැවතුම
නැවැත්ම,නැවැත් ම
නැවැත්විම,නැවැත් වීම
නැවැත්වීම,නැවැත් වීම
නැවෙම,නැවෙ ම
නැසීම,නැසී ම
නැහැම,නැහැ ම
නෑකම,නෑකම
නෑම,නෑම
නෑවෙන්නම,නෑවෙන්න ම
නිකංම,නිකං ම
නිකන්ම,නිකන් ම
නිකම්ම,නිකම් ම
නික්ම,නික්ම
නික්මීම,නික්මී ම
නිකායත්‍රයටම,නිකායත්‍රයට ම
නිකායේම,නිකායේ ම
නිගන්ටයෙක්ම,නිගන්ටයෙක් ම
නිජබිම,නිජබිම
නිට්ටාවටම,නිට්ටාවට ම
නිතරම,නිතර ම
නිතැතින්ම,නිතැතින් ම
නිතැනින්ම,නිතැනින් ම
නිතීයෙන්ම,නිතීයෙන් ම
නිදහස්ම,නිදහස් ම
නිදාගැනීම,නිදා ගැනීම
නින්දගම,නින්ද ගම
නිපදවීම,නිපදවීම
නිපැයුම,නිපැයුම
නිබදවම,නිබදවම
නිබඳවම,නිබදවම
නිම,නිම
නිමවීම,නිම වීම
නිමැවුම,නිමැවුම
නිමැවුමක්ම,නිමැවුමක් ම
නිමැවුමේම,නිමැවුමේ ම
නියම,නියම
නියමටම,නියමට ම
නියමම,නියම ම
නියමෙටම,නියමෙට ම
නියාම,නියා ම
නියැලීම,නියැළී ම
නියැළීම,නියැළී ම
නිරතුරවම,නිරතුරුව ම
නිරතුරුවම,නිරතුරුව ම
නිරන්තරයෙන්ම,නිරන්තරයෙන් ම
නිරන්තරවම,නිරන්තරව ම
නිර්මාණයකටම,නිර්මාණයකට ම
නිර්මාණයකදීම,නිර්මාණයක දී ම
