original,correction
කොට්ඨාශය,කොට්ඨාශය
කොට්ඨාසය,කොට්ඨාශය
කොටින්ටය,කොටින්ට ය
කොටුවිය,කොටු විය
කොඩිය,කොඩිය
කොණ්ඩය,කොණ්ඩය
කොන්දේසිය,කොන්දේසිය
කොපිය,කොපිය
කොමඩිය,කොමඩිය
කොම්පඤ්ඤවීදිය,කොම්පඤ්ඤවීදිය
කොම්පියුටරය,කොම්පියුටරය
කොල්ලූපිටිය,කොල්ලුපිටිය
කොළය,කොළය
කෝච්චිය,කෝච්චිය
කෝපය,කෝපය
කෝප්පය,කෝප්පය
කෝලාහලය,කෝලාහලය
කෝලිය,කෝලිය
කෝසිය,කෝසිය
කෝළිය,කෝලිය
කෞතුකාගාරය,කෞතුකාගාරය
කෞශල්‍ය,කෞශල්‍යය
කෲරත්වය,කෲරත්වය
ඛණ්ඩනය,ඛණ්ඩණය
ඛන්ඩය,ඛණ්ඩය
ඛාදනය,ඛාදනය
ඛේදනීය,ඛේදනීය
ගංගාරාමය,ගංගාරාමය
ගඩලාදෙණිය,ගඩලාදෙණිය
ගණනටය,ගණනට ය
ගණනය,ගණනය
ගණිතමය,ගණිතමය
ගණිතය,ගණිතය
ගතයුතුය,ගත යුතු ය
ගතවිය,ගත විය
ගතහැකිය,ගත හැකි ය
ගත්තාය,ගත්තා ය
ගත්තේය,ගත්තේ ය
ගතිය,ගතිය
ගද්‍ය,ගද්‍ය
ගන්නේය,ගන්නේ ය
ගබඩාකරණය,ගබඩාකරණය
ගමනාගමනය,ගමනාගමනය
ගමනාන්තය,ගමනාන්තය
ගමය,ගමයා
ගම්පෙරළිය,ගම්පෙරළිය
ගම්මානය,ගම්මානය
ගම්‍ය,ගම්‍ය
ගර්භය,ගර්භය
ගරුත්වය,ගරුත්වය
ගල්ඔය,ගල්ඔය
ගල්කැටය,ගල් කැටය
ගල්පර්වතය,ගල් පර්වතය
ගවේශණය,ගවේෂණය
ගවේෂණය,ගවේෂණය
ගහණය,ගහනය
ගහනය,ගහනය
ග්‍රන්ථකරණය,ග්‍රන්ථකරණය
ග්‍රන්ථය,ග්‍රන්ථය
ග්‍රන්ථවලය,ග්‍රන්ථවල ය
ග්‍රහචාරය,ග්‍රහචාරය
ග්‍රහණය,ග්‍රහණය
ග්‍රහනය,ග්‍රහණය
ග්‍රාමය,ග්‍රාමය
ග්‍රාම්‍ය,ග්‍රාම්‍ය
ග්‍රාමීය,ග්‍රාමීය
ග්‍රීසිය,ග්‍රීසිය
ගාථාදිය,ගාථාදිය
ගාථාරත්නය,ගාථාරත්නය
ගායනය,ගායනය
ගැටය,ගැටය
ගැටුණේය,ගැටුණේ ය
ගැනය,ගැන ය
ගැන්විය,ගැන්විය
ගැනීමටය,ගැනීමට ය
ගැනීමය,ගැනීම ය
ගැනීමේකාර්ය,ගැනීමේ කාර්යය
ගැරඬිය,ගැරඬියා
ගැරහිය,ගැරහිය
ගැලවිය,ගැලවිය
ගැස්විය,ගැස්විය
ගැසිය,ගැසිය
ගැසුවාය,ගැසුවා ය
ගැහැණිය,ගැහැනිය
ගැහැනිය,ගැහැනිය
ගෑවේය,ගෑවේ ය
ගිටාරය,ගිටාරය
ගිණිය,ගිණිය
ගිමන්හැරිය,ගිමන් හැරිය
ගිය,ගිය
ගියාය,ගියා ය
ගියේය,ගියේ ය
ගියෝය,ගියෝ ය
ගිරිය,ගිරිය
ගිලානෝපස්ථානය,ගිලානෝපස්ථානය
ගිහිගෙය,ගිහිගෙය
ගීතමය,ගීතමය
ගීතය,ගීතය
ගීය,ගීය
ගුටිය,ගුටිය
ගුණධර්මයෝය,ගුණධර්මයෝ ය
ගුණය,ගුණය
ගුණාංගය,ගුණාංගය
ගුණාත්මකභාවය,ගුණාත්මක භාවය
ගුත්තිලය,ගුත්තිලය
ගුරුකුලය,ගුරුකුලය
ගුරුත්වය,ගුරුත්වය
ගුරුත්වාකර්ශණය,ගුරුත්වාකර්ෂණය
ගුරුත්වාකර්ශනය,ගුරුත්වාකර්ෂණය
ගුරුත්වාකර්ෂණය,ගුරුත්වාකර්ෂණය
ගුරුතුමිය,ගුරුතුමිය
ගුරුවරිය,ගුරුවරිය
ගුලිය,ගුලිය
ගුවන්විදුලිය,ගුවන්විදුලිය
ගුවන්සේවය,ගුවන් සේවය
ගුහාවෙහිය,ගුහාවෙහි ය
ගූඪධාරකය,ගූඪධාරකය
ගෘහය,ගෘහය
ගෙජ්ජිය,ගෙජ්ජිය
ගෙඩිය,ගෙඩිය
ගෙදරටය,ගෙදරට ය
ගෙනගිය,ගෙන ගිය
ගෙනදිය,ගෙනදිය
ගෙනමය,ගෙන ම ය
ගෙනය,ගෙන ය
ගෙය,ගෙය
ගෙවැදීමය,ගෙවැදීම ය
ගෙවිය,ගෙවිය
ගෙවීමය,ගෙවීම ය
ගෙවීමේක්‍රියාවලිය,ගෙවීමේ ක්‍රියාවලිය
ගොඩනැගිය,ගොඩනැඟිය
ගොඩනැගීය,ගොඩනැඟී ය
ගොඩවාය,ගොඩවාය
ගොබය,ගොබය
ගෝචරය,ගෝචරය
ගෝඨාභය,ගෝඨාභය
ගෝතමිය,ගෝතමිය
ගෝලය,ගෝලය
ගෝලීකරණය,ගෝලීයකරණය
ගෝලීය,ගෝලීය
ගෞරවනීය,ගෞරවනීය
ගෞරවය,ගෞරවය
ගෞරවාදරය,ගෞරවාදරය
ඝනත්වය,ඝනත්වය
ඝාතනනය,ඝාතනය
ඝාතනය,ඝාතනය
ඝාතය,ඝාතය
ඝෝෂණය,ඝෝෂණය
චක්කරය,චක්කරය
චක්ඛුප්‍රසාදය,චක්ඛුප්‍රසාදය
චක්‍රය,චක්‍රය
චක්‍රලේඛය,චක්‍රලේඛය
චක්‍රාවාටය,චක්‍රාවාටය
චකිතය,චකිතය
චතුරාර්ය,චතුරාර්ය
චතුස්කෝටිකය,චතුස්කෝටිකය
චන්දය,ඡන්දය
චපලත්වය,චපලත්වය
චමත්කාරය,චමත්කාරය
චරණය,චරණය
චරිතද්වයය,චරිතද්වයය
චරිතය,චරිතය
චරිතාපදානය,චරිතාපදානය
චරිතාප්‍රදානය,චරිතාපදානය
චලනය,චලනය
චලිතය,චලිතය
චාතුරාර්ය,චතුරාර්ය
චාරිත්‍රමය,චාරිත්‍රමය
චාරිත්‍රය,චාරිත්‍රය
චැනලය,චැනලය
චිතකය,චිතකය
චිත්තය,චිත්තය
චිත්තාකර්ශනීය,චිත්තාකර්ෂණීය
චිත්තැරපටිය,චිත්තැරපටියක
චිත්‍රණය,චිත්‍රණය
චිත්‍රනය,චිත්‍රණය
චිත්‍රපටය,චිත්‍රපටය
චිත්‍රපටයේය,චිත්‍රපටයේ ය
චිත්‍රපටිය,චිත්‍රපටිය
චිත්‍රපටියේය,චිත්‍රපටියේ ය
චිත්‍රය,චිත්‍රය
චින්තනමය,චින්තනමය
චින්තනය,චින්තනය
චිරජීවනය,චිරජීවනය
චිරස්ථිතිය,චිරස්ථිතිය
චීනය,චීනය
චීවරය,චීවරය
චූලවංශය,චූලවංශය
චේතිය,චේතිය
චේතියගිරිය,චේතියගිරිය
චෛතසිකය,චෛතසිකය
චෛත්‍ය,චෛත්‍ය
චෛත්‍යය,චෛත්‍යය
චෝදනාපත්‍රය,චෝදනාපත්‍රය
ඡන්දය,ඡන්දය
ඡායරූපය,ඡායාරූපය
ඡායාරූපය,ඡායාරූපය
ඡේදය,ඡේදය
ජංජාලය,ජංජාලය
ජනකාය,ජනකාය
ජනකාව්‍ය,ජනකාව්‍ය
ජනගහණය,ජනගහනය
ජනගහනමය,ජනගහනමය
ජනගහනය,ජනගහනය
ජනතාකරණය,ජනතාකරණය
ජනතාවෝමය,ජනතාවෝ ම ය
ජනනය,ජනනය
ජනපදය,ජනපදය
ජනප්‍රවාදය,ජනප්‍රවාදය
ජනප්‍රිය,ජනප්‍රිය
ජනප්‍රියත්වය,ජනප්‍රියත්වය
ජනප්‍රියතාවය,ජනප්‍රියතාවය
ජනප්‍රියය,ජනප්‍රිය ය
ජනමතය,ජනමතය
ජනමාධ්‍ය,ජනමාධ්‍ය
ජනරංජනීය,ජනරංජනීය
ජනරජය,ජනරජය
ජනසන්නිවේදනය,ජන සන්නිවේදනය
ජනසමාජය,ජන සමාජය
ජන්දය,ඡන්දය
ජන්මදිනය,ජන්ම දිනය
ජන්මලාභය,ජන්මලාභය
ජනාධිපතිතුමාටබලය,ජනාධිපතිතුමාට බලය
ජනාධිපතිනිය,ජනාධිපතිනිය
ජනාධිපතිවරණය,ජනාධිපතිවරණය
ජනාධිපතිවරයාය,ජනාධිපතිවරයා ය
ජනිතවිය,ජනිත විය
ජනේලය,ජනේලය
ජපානය,ජපානය
ජය,ජය
ජයකොන්තය,ජයකොන්තය
ජයග්‍රහණය,ජයග්‍රහණය
ජයන්තිය,ජයන්තිය
ජයසිංහය,ජයසිංහ ය
ජයසුරිය,ජයසූරිය
ජයසූරිය,ජයසූරිය
ජර්මනිය,ජර්මනිය
ජලය,ජලය
ජලස්නානය,ජලස්නානය
ජලාශය,ජලාශය
ජවය,ජවය
ජ්‍යාමිතිය,ජ්‍යාමිතිය
ජ්‍යෙතිෂය,ජ්‍යෝතිෂය
ජ්‍යොතිෂය,ජ්‍යෝතිෂය
ජ්‍යෝතිෂය,ජ්‍යෝතිෂය
ජාතකය,ජාතකය
ජාත්‍යන්තරය,ජාත්‍යන්තරය
ජාත්‍යාලය,ජාත්‍යාලය
ජාතිකත්වය,ජාතිකත්වය
ජාතිය,ජාතිය
ජාතියගෝත්‍රය,ජාතිය ගෝත්‍රය
ජාතිවාදය,ජාතිවාදය
ජානමය,ජානමය
ජාලකරණය,ජාලකරණය
ජාලය,ජාලය
ජිනපංජරය,ජිනපංජරය
ජිවත්විය,ජිවත් විය
ජිවය,ජීවය
ජිවිතය,ජීවිතය
ජිවිතින්ද්‍රිය,ජීවිතින්ද්‍රිය
ජීවත්විය,ජීවත් විය
ජීවනෝපාය,ජීවනෝපාය
ජීවමය,ජීවමය
ජීවය,ජීවය
ජීව්තය,ජීවිතය
ජීව්තිය,ජීවිතය
ජීවිතය,ජීවිතය
ජීවිතාන්තය,ජීවිතාන්තය
ජීවිතාලෝකය,ජීවිතාලෝකය
ජීවිතාවබෝධය,ජීවිතාවබෝධය
ජීවීතය,ජීවිතය
ජුලිය,ජුලිය
ජෙදිකාය,ජෙදිකාය
ජේතවනාරාමය,ජේතවනාරාමය
ජේදනය,ඡේදනය
ජොලිය,ජොලිය
ජෝතිශ්‍යය,ජ්‍යෝතිෂය
ජෝතිෂ්‍ය,ජ්‍යෝතිෂය
ජෝතිෂ්‍යය,ජ්‍යෝතිෂය
ඤාණය,ඤාණය
ඥතීත්වය,ඥාතීත්වය
ඥාණය,ඤාණය
ඥාතිවරිය,ඥාතිවරිය
ඥානය,ඤාණය
ඥානෝදය,ඥනෝදය
ටයිටලය,ටයිටලය
ට්‍රැක්ටරය,ට්‍රැක්ටරය
ටෙලිනාට්‍ය,ටෙලිනාට්‍ය
ටෙලිනාට්‍යය,ටෙලිනාට්‍යය
ඩැහැගත්තාය,ඩැහැගත්තා ය
ඩොලරය,ඩොලරය
ණය,ණය
තටාකය,තටාකය
තත්ත්තවය,තත්ත්වය
තත්ත්වය,තත්ත්වය
තත්ත්වාවබෝධය,තත්ත්වාවබෝධය
තත්වය,තත්ත්වය
තත්‍ය,තථ්‍ය
තථ්‍ය,තථ්‍ය
තදබදය,තදබදය
තන්ත්‍රය,තන්ත්‍රය
තන්ත්‍රයානය,තන්ත්‍රයානය
තනිය,තනිය
තම්බපන්ණිය,තම්බපණ්ණිය
තමාය,තමා ය
තරංගමය,තරංගමය
තරගකාරීත්වය,තරගකාරීත්වය
තරගය,තරගය
තරගාවලිය,තරගාවලිය
තරඟකාරීත්වය,තරගකාරීත්වය
තරඟය,තරගය
තරණය,තරණය
තරනය,තරණය
තරමටය,තරමට ය
තරමේකාව්‍යමය,තරමේ කාව්‍යමය
තරලය,තරලය
තර්කනය,තර්කනය
තර්කය,තර්කය
තර්ජනය,තර්ජනය
තරාදිය,තරාදිය
තරුණිය,තරුණිය
තලය,තලය
තලිය,තලිය
ත්‍යාගය,ත්‍යාගය
ත්‍යාගශීලීත්වය,ත්‍යාගශීලීත්වය
ත්‍රස්තය,ත්‍රස්තය
ත්‍රස්තවාදය,ත්‍රස්තවාදය
ත්‍රස්ථවාදය,ත්‍රස්තවාදය
ත්‍රාසය,ත්‍රාසය
ත්‍රාස්‍ය,ත්‍රාසය
ත්‍රිකාය,ත්‍රිකාය
ත්‍රිකුණාමලය,ත්‍රිකුණාමලය
ත්‍රිත්ත්වය,ත්‍රිත්වය
ත්‍රිත්වය,ත්‍රිත්වය
ත්‍රිපිටකය,ත්‍රිපිටකය
ත්‍රිමාණකරනය,ත්‍රිමානකරණය
ත්‍රිරත්නය,ත්‍රිරත්නය
ත්‍රිලක්ෂණය,ත්‍රිලක්ෂණය
ත්‍රිවිධාකාරය,ත්‍රිවිධාකාර ය
ත්‍රිවේදය,ත්‍රිවේදය
ත්‍රිෂානය,ත්‍රිෂානයා
තාක්ශනය,තාක්ෂණය
තාක්ෂණය,තාක්ෂණය
තාක්ෂණවේදය,තාක්ෂණවේදය
තාත්තාය,තාත්තා ය
තාපය,තාපය
තාය්ලන්තය,තායිලන්තය
තායිලන්තය,තායිලන්තය
තායිවානය,තායිවානය
තාරුණ්‍යය,තාරුණ්‍යය
තාලය,තාලය
තාවකාලිකය,තාවකාලික ය
තැටිය,තැටිය
තැනදීය,තැන දී ය
තැනය,තැන ය
තැනැත්තාය,තැනැත්තා ය
තැනැත්තිය,තැනැත්තිය
තැබිය,තැබිය
තැබීය,තැබී ය
තැබුවාය,තැබුවා ය
තැබුවේය,තැබුවේ ය
තෑටිය,තැටිය
තිබිමය,තිබීම ය
තිබිය,තිබිය
තිබීමය,තිබීම ය
තිබුණේය,තිබුණේ ය
තිබුනේය,තිබුණේ ය
තිමිරය,තිමිරය
තිමෝරය,තිමෝරය
තියරිය,තියරිය
තියුණුය,තියුණු ය
තිරණය,තීරණය
තිරනය,තීරණය
තිරය,තිරය
තිරරචනය,තිර රචනය
තිරසාරය,තිරසාර ය
තිරියාය,තිරියාය
තිලකය,තිලකය
තිල්ලඩිය,තිල්ලඩිය
තිසරණය,තිසරණය
තීරණය,තීරණය
තීරනය,තීරණය
තීරය,තීරය
තීව්‍රතාවය,තීව්‍රතාවය
තුනය,තුන ය
තුන්බිය,තුන්බිය
තුන්සිය,තුන්සිය
තුන්සියය,තුන්සියය
තුනෙහිදීය,තුනෙහි දී ය
තුලනය,තුලනය
තුලය,තුළ ය
තුවක්කුවය,තුවක්කුව ය
තුවාලය,තුවාලය
තුළදීය,තුළ දී ය
තුළමය,තුළ ම ය
තුළය,තුළ ය
තූර්ය,තූර්ය
තෘප්තිය,තෘප්තිය
තෙරණිය,තෙරණිය
තේමාත්මකය,තේමාත්මක ය
තේමීය,තේමිය
තෛලය,තෛලය
තොගය,තොගය
තොප්පිය,තොප්පිය
තොරතුරුය,තොරතුරු ය
තොරය,තොර ය
තොරවය,තොර ව ය
තෝදෙය්‍ය,තෝදෙය්‍ය
ථීනමිද්ධය,ථීනමිද්ධය
ථූපය,ථූපය
ථූපවංශය,ථූපවංශය
ථූපාරාමය,ථූපාරාමය
ථෙරවාදය,ථෙරවාදය
දක්ඛිණථූපය,දක්ඛිණථූපය
දක්වන්නීය,දක්වන්නී ය
දක්වාය,දක්වා ය
දක්වාලිය,දක්වාලිය
දක්ෂතාවය,දක්ෂතාවය
දක්ෂතාවයටය,දක්ෂතාවයට ය
දක්ෂය,දක්ෂ ය
දකින්නේය,දකින්නේ ය
දකිය,දැකිය
දඩකෙළිය,දඩකෙළිය
දඩය,දඩය
දණගහපිය,දණගහපිය
දණ්ඩනය,දණ්ඩණය
දතයුත්තේය,දත යුත්තේ ය
දතයුතුය,දත යුතු ය
දන්දිය,දන් දිය
දන්නෙහිය,දන්නෙහි ය
දමනය,දමනය
දඹදෙනිය,දඹදෙණිය
දරන්නීය,දරන්නී ය
දර්මය,ධර්මය
දර්ශණය,දර්ශනය
දර්ශනය,දර්ශනය
දර්ශනීය,දර්ශනීය
දරිද්‍රතාවය,දරිද්‍රතාවය
දවසය,දවස ය
දවාලය,දවාල ය
දශකය,දශකය
දශමය,දශමය
දහඩිය,දහඩිය
දහදිය,දහදිය
දහනය,දහනය
දහමමය,දහම ම ය
දහමසන්නිවේදනය,දහම සන්නිවේදනය
දහය,දහය
දහසය,දහසය
දහිරිය,දහිරිය
ද්වාරය,ද්වාරය
ද්විධාකාරය,ද්විධාකාරය
ද්විපාර්ශ්වීය,ද්විපාර්ශ්වීය
ද්වේශය,ද්වේශය
ද්වේෂය,ද්වේශය
ද්වේෂයමෝහය,ද්වේශය මෝහය
ද්‍රවය,ද්‍රවය
ද්‍රව්‍ය,ද්‍රව්‍ය
ද්‍රව්‍යමය,ද්‍රව්‍යමය
ද්‍රව්‍යය,ද්‍රව්‍යය
ද්‍රවිඩකරණය,ද්‍රවිඩකරණය
ද්‍රෝණිය,ද්‍රෝණිය
දාංගලය,දාංගලය
දාටය,දාට ය
දාඩිය,දාඩිය
දානමය,දානමය
දානය,දානය
දානානිසංසය,දානානිසංසය
දාමය,දාමය
දායකත්වය,දායකත්වය
දායකය,දායකයා
දායාදය,දායාදය
දාර්ශනිකත්වය,දාර්ශනිකත්වය
දාසය,දාසය
දාසිය,දාසිය
දැක්කේය,දැක්කේ ය
දැක්විය,දැක්විය
දැක්වීමය,දැක්වීම ය
දැක්වීය,දැක්වී ය
දැකිය,දැකිය
දැදුරුඔය,දැදුරුඔය
දැනවිය,දැනවිය
දැනසිටිය,දැන සිටිය
දැන්විය,දැන්විය
දැන්වීය,දැන්වී ය
දැනුමේකේන්ද්‍රස්ථානය,දැනුමේ කේන්ද්‍රස්ථානය
දැම්මේය,දැම්මේ ය
දැමිය,දැමිය
දැමීමය,දැමීම ය
දැමීය,දැමී ය
දැය,දැය
දැරිය,දැරිය
දැරිවිය,දැරිවිය
දැල්විය,දැල්විය
දැවැන්තමය,දැවැන්තමය
දෑය,දෑ ය
දික්කසාදය,දික්කසාදය
දික්පිටිය,දික්පිටිය
දිගය,දිග ය
දිග්විජය,දිග්විජය
දිට්ඨිය,දිට්ඨිය
දිටීය,දිටී ය
දිනකදීය,දිනක දී ය
දිනය,දිනය
දිය,දිය
දියකඩනය,දියකඩනය
දියණිය,දියණිය
දිරිය,දිරිය
දිලීරය,දිලීරය
දිවගිය,දිව ගිය
දිව්රුවේය,දිව්රුවේ ය
දිව්‍ය,දිව්‍ය
දිව්‍යදානය,දිව්‍යදානය
දිව්‍යමය,දිව්‍යමය
දිවිය,දිවිය
දිවුලපිටිය,දිවුලපිටිය
දිස්ත්‍රික්කය,දිස්ත්‍රික්කය
දිස්ත්‍රික්කයටය,දිස්ත්‍රික්කයට ය
දිස්විය,දිස් විය
දීඝනිකාය,දීඝනිකාය
දීපවංශය,දීපවංශය
දීපවංසය,දීපවංශය
දීමටය,දීමට ය
දීමය,දීම ය
දීය,දී ය
දීර්ඝවීමය,දීර්ඝ වීම ය
දුකක්මය,දුකක් ම ය
දුකය,දුක ය
දුක්ඛදායකය,දුක්ඛදායක ය
දුගතිය,දුගතිය
දුටුවේය,දුටුවේ ය
දුතිය,දුතිය
දුන්නාය,දුන්නා ය
දුන්නේය,දුන්නේ ය
දුනුදිය,දුනුදිය
දුම්කොළය,දුම්කොළය
දුම්රිය,දුම්රිය
දුමාරය,දුමාරය
දුරකතනය,දුරකථනය
දුරකථනය,දුරකථනය
දුර්ගන්ධය,දුර්ගන්ධය
දුර්ලභය,දුර්ලභ ය
දුර්වලය,දුර්වල ය
දුරාචාරය,දුරාචාරය
දුවපිය,දුවපිය
දුෂණය,දූෂණය
දුෂ්කරය,දුෂ්කර ය
දුෂ්චරිතය,දුශ්චරිතය
දුෂ්ටිය,දෘෂ්ඨිය
දූගීභාවය,දුගී භාවය
දූශනය,දූෂණය
දූෂණය,දූෂණය
දෘශ්ටිය,දෘෂ්ඨිය
දෘශ්ඨිය,දෘෂ්ඨිය
දෘශ්‍ය,දෘශ්‍ය
දෘෂ්ටිමය,දෘෂ්ඨිමය
දෘෂ්ටිය,දෘෂ්ඨිය
දෘෂ්ටියකටය,දෘෂ්ඨියකට ය
දෘෂ්ඨිය,දෘෂ්ඨිය
දෘෂ්ඨිවාදය,දෘෂ්ඨිවාදය
දෘෂ්‍ය,දෘශ්‍ය
දෙකටය,දෙකට ය
දෙකය,දෙක ය
දෙඩිය,දෙඩිය
දෙණියාය,දෙනියාය
දෙන්නීය,දෙන්නී ය
දෙනාටජය,දෙනාට ජය
දෙනියාය,දෙනියාය
දෙපක්ෂය,දෙපක්ෂය
දෙපය,දෙපය
දෙපාර්ශවය,දෙපාර්ශවය
දෙපාර්ශ්වය,දෙපාර්ශවය
දෙමව්පිය,දෙමව්පිය
දෙමාපිය,දෙමාපිය
දෙමාපියන්ගේසේවය,දෙමාපියන්ගේ සේවය
දෙය,දෙය
දෙයාකාරය,දෙයාකාර ය
දෙයිය,දෙයියා
දෙවඟනය,දෙවඟන ය
දෙවිය,දෙවියා
දෙසය,දෙස ය
දෙසිය,දෙසිය
දේපලමය,දේපල ම ය
දේපලය,දේපල ය
දේය,දේ ය
දේවදූතයෝය,දේවදූතයෝ ය
දේවප්‍රිය,දේවප්‍රිය
දේවලටය,දේවලට ය
දේවල්මය,දේවල් ම ය
දේවස්ථානය,දේවස්ථානය
දේවානම්පිය,දේවානම්පිය
දේවාලය,දේවාලය
දේවිය,දේවිය
දේශකත්වය,දේශකත්වය
දේශගුණය,දේශගුණය
දේශනය,දේශනය
දේශප්‍රිය,දේශප්‍රිය
දේශප්‍රේමය,දේශප්‍රේමය
දේශපාලනමය,දේශපාලනමය
දේශපාලනය,දේශපාලනය
දේශපාලනීකරණය,දේශපාලනීකරණය
දේශමාන්‍ය,දේශමාන්‍ය
දේශය,දේශය
දේශිතය,දේශිත ය
දේශිය,දේශීය
දේශීය,දේශීය
දේශීයත්වය,දේශීයත්වය
දේහය,දේහය
දෛනිකත්වය,දෛනිකත්වය
දෛවය,දෛවය
දෝලනය,දෝලනය
දෝවනය,දෝවනය
දෝෂය,දෝෂය
දෝෂාරෝපණය,දෝෂාරෝපණය
ධජය,ධජය
ධනධාන්‍ය,ධනධාන්‍ය
ධනය,ධනය
ධනවාදය,ධනවාදය
ධනේශ්වරය,ධනේශ්වරය
ධම්මචේතිය,ධම්මචේතිය
ධම්මපදය,ධම්මපදය
ධම්මපදයටය,ධම්මපදයට ය
ධම්මපරියාය,ධම්මපරියාය
ධම්මවිචය,ධම්මවිචය
ධම්මාධිපතෙය්‍ය,ධම්මාධිපතෙය්‍ය
ධම්මානුස්සතිය,ධම්මානුස්සතිය
ධරණීය,ධරණීය
ධර්මකාය,ධර්මකාය
ධර්මතාවය,ධර්මතාවය
ධර්මද්වීපය,ධර්මද්වීපය
ධර්මදානය,ධර්ම දානය
ධර්මමය,ධර්ම ම ය
ධර්මය,ධර්මය
ධර්මයය,ධර්මය ය
ධර්මයාගය,ධර්ම යාගය
ධර්මස්කන්ධය,ධර්මස්කන්ධය
ධර්මායතනය,ධර්මායතනය
ධර්මාලෝකය,ධර්මාලෝකය
ධර්මාවබොධය,ධර්මාවබෝධය
ධර්මාවබෝධය,ධර්මාවබෝධය
ධර්මාසනය,ධර්මාසනය
ධ්‍යානය,ධ්‍යානය
ධ්‍රැවීකරණය,ධ්‍රැවීකරණය
ධාතුවංශය,ධාතුවංශය
ධාන්‍ය,ධාන්‍ය
ධාන්‍යාගාරය,ධාන්‍යාගාරය
ධාරණය,ධාරණය
ධාරිතාවය,ධාරිතාවය
ධාවනය,ධාවනය
ධුතාංගය,ධූතාංගය
ධුරය,ධුරය
ධූතාංගය,ධූතාංගය
ධූරය,ධූරය
ධෛර්ය,ධෛර්යය
ධෛර්යය,ධෛර්යය
නගරය,නගරය
නඩය,නඩය
නදිය,නදිය
නමය,නමය
නමස්කාරය,නමස්කාරය
නමසිය,නමසිය
නම්‍යශීලීත්වය,නම්‍යශීලීත්වය
නරකය,නරකය
නරකාදිය,නරකාදිය
නරපතියාය,නරපතියා ය
නර්තනය,නර්තනය
නවකතාමය,නවකතාමය
නවතාලිය,නවතාලිය
නවය,නවය
නවයුගය,නවයුගය
නවසිය,නවසිය
නවසිලන්තය,නවසීලන්තය
නවසීය,නවසීය
නවසීලන්තය,නවසීලන්තය
නව්‍ය,නව්‍ය
නවීකරණය,නවීකරණය
නසසපය,නසසපය
නහය,නහය
නළය,නළය
න්තර්ජාලය,අන්තර්ජාලය
න්‍යාය,න්‍යාය
න්‍යායපත්‍රය,න්‍යාය පත්‍රය
නාගදීපය,නාගදීපය
නාටකය,නාටකය
නාට්‍ය,නාට්‍ය
නාට්‍යමය,නාට්‍යමය
නාට්‍යය,නාට්‍යය
නාටිය,නාටිය
නාදය,නාදය
නානුඔය,නානුඔය
නාමය,නාමය
නාමාවලිය,නාමාවලිය
නාය,නාය
නායකත්වය,නායකත්වය
නායකත්වයකටය,නායකත්වයකට ය
නායකය,නායකයා
නායකයකුය,නායකයකු ය
නායකයාය,නායකයා ය
නායක්වය,නායකත්වය
නාසය,නාසය
නාස්තිය,නාස්තිය
නැංවිය,නැංවිය
නැගණිය,නැඟණිය
නැග්ගේය,නැග්ගේ ය
නැගිය,නැඟිය
නැඟිය,නැඟිය
නැත්තේය,නැත්තේ ය
නැතිය,නැති ය
නැතිවය,නැති ව ය
නැන්විය,නැංවිය
නැරඹිය,නැරඹිය
නැවැත්විය,නැවැත්විය
නැවැත්වීමටය,නැවැත්වීමට ය
නැවිය,නැවිය
නැසිය,නැසිය
නැහැවිය,නැහැවිය
නැළිය,නැළිය
නෑය,නෑ ය
නෑරෑඹිය,නැරඹිය
නිකාබය,නිකාබය
නිකාය,නිකාය
නිකේතනය,නිකේතනය
නිගමනය,නිගමනය
නිත්‍ය,නිත්‍ය
නිතිය,නීතිය
නිධානය,නිධානය
නිධානෝත්සවය,නිධානෝත්සවය
නිධිය,නිධිය
නින්දේය,නින්දේ ය
නිපදවිය,නිපදවිය
නිපාතය,නිපාතය
නිබන්ධනය,නිබන්ධනය
නිම්නය,නිම්නය
නිමානය,නිමානය
නිමේෂය,නිමේෂය
නිය,නිය
නියඟය,නියඟය
නියතය,නියත ය
නියමය,නියමය
නියමිතය,නියමිත ය
නියමුවෝය,නියමුවෝ ය
නියාමනය,නියාමනය
නියාමය,නියාමය
නියැදිය,නියැදිය
නියෝගය,නියෝගය
නියෝජනය,නියෝජනය
නියෝජ්‍ය,නියෝජ්‍ය
නිරය,නිරය
නිරවද්‍ය,නිරවද්‍ය
නිර්ණය,නිර්ණය
නිර්දය,නිර්දය
නිර්දේශය,නිර්දේශය
නිර්නාමිකත්වය,නිර්නාමිකත්වය
නිර්මණය,නිර්මාණය
නිර්මාණකරණය,නිර්මාණකරණය
නිර්මාණය,නිර්මාණය
නිර්මාණවාදය,නිර්මාණවාදය
නිර්මාණාත්මකය,නිර්මාණාත්මක ය
නිර්මානය,නිර්මාණය
නිර්වචනය,නිර්වචනය
නිර්වාණය,නිර්වාණය
නිර්වාණාවබෝධය,නිර්වාණාවබෝධය
නිර්වානය,නිර්වාණය
නිර්වින්දනය,නිර්වින්දනය
නිරාකරණය,නිරාකරණය
නිරාවරණය,නිරාවරණය
නිරාවිය,නිරාවිය
නිරික්ෂණය,නිරීක්ෂණය
නිරීක්ෂණය,නිරීක්ෂණය
නිරීක්ෂනය,නිරීක්ෂණය
නිරුද්ධිය,නිරුද්ධිය
නිරුද්ධීය,නිරුද්ධිය
නිරුපණය,නිරූපණය
