original,first,second,correction
සහ වයඹ,සහ,වයඹ,සහ වයඹ
සහ වර්තමාන,සහ,වර්තමාන,සහ වර්තමාන
සහ ව්‍යාකරණ,සහ,ව්‍යාකරණ,සහ ව්‍යාකරණ
සහ ව්‍යාජ,සහ,ව්‍යාජ,සහ ව්‍යාජ
සහ ව්‍යාපාර,සහ,ව්‍යාපාර,සහ ව්‍යාපාර
සහ වාණිජ,සහ,වාණිජ,සහ වාණිජ
සහ වැදගත්ම,සහ,වැදගත්ම,සහ වැදගත් ම
සහ විකී,සහ,විකී,සහ විකී
සහ විචිකිච්චා,සහ,විචිකිච්චා,සහ විචිකිච්ඡා
සහ විජය,සහ,විජය,සහ විජය
සහ විජේරාම,සහ,විජේරාම,සහ විජේරාම
සහ විදුලි,සහ,විදුලි,සහ විදුලි
සහ විධි,සහ,විධි,සහ විධි
සහ විනයක්හරයක්,සහ,විනයක්හරයක්,සහ විනයක් හරයක්
සහ විපක්ෂයේ,සහ,විපක්ෂයේ,සහ විපක්ෂයේ
සහ විපාකය,සහ,විපාකය,සහ විපාකය
සහ විමල්,සහ,විමල්,සහ විමල්
සහ වියදමක්,සහ,වියදමක්,සහ වියදමක්
සහ විවාහය,සහ,විවාහය,සහ විවාහය
සහ විවිධ,සහ,විවිධ,සහ විවිධ
සහ විවිය,සහ,විවිය,සහ විවිය
සහ විශ්වාසය,සහ,විශ්වාසය,සහ විශ්වාසය
සහ විශ්වාසයක්,සහ,විශ්වාසයක්,සහ විශ්වාසයක්
සහ විශේෂී,සහ,විශේෂී,සහ විශේෂී
සහ වෘත්තීය,සහ,වෘත්තීය,සහ වෘත්තීය
සහ වෙනත්,සහ,වෙනත්,සහ වෙනත්
සහ වෙළෙදුන්ගේ,සහ,වෙළෙදුන්ගේ,සහ වෙළෙඳුන්ගේ
සහ වේගවත්,සහ,වේගවත්,සහ වේගවත්
සහ වෛද්‍යවරුන්,සහ,වෛද්‍යවරුන්,සහ වෛද්‍යවරුන්
සහ ශක්තිමත්,සහ,ශක්තිමත්,සහ ශක්තිමත්
සහ ශක්තිය,සහ,ශක්තිය,සහ ශක්තිය
සහ ශක්තිසම්පන්න,සහ,ශක්තිසම්පන්න,සහ ශක්ති සම්පන්න
සහ ශබ්ද,සහ,ශබ්ද,සහ ශබ්ද
සහ ශබ්දමාලා,සහ,ශබ්දමාලා,සහ ශබ්දමාලා
සහ ශ්‍රාවකයන්,සහ,ශ්‍රාවකයන්,සහ ශ්‍රාවකයන්
සහ ශ්‍රාවිකාවන්ගේ,සහ,ශ්‍රාවිකාවන්ගේ,සහ ශ්‍රාවිකාවන්ගේ
සහ ශ්‍රී,සහ,ශ්‍රී,සහ ශ්‍රී
සහ ශාරීරික,සහ,ශාරීරික,සහ ශාරීරික
සහ ශාසනය,සහ,ශාසනය,සහ ශාසනය
සහ ශිලා,සහ,ශිලා,සහ ශිලා
සහ සංකීර්ණ,සහ,සංකීර්ණ,සහ සංකීර්ණ
සහ සංකේතාත්මක,සහ,සංකේතාත්මක,සහ සංකේතාත්මක
සහ සංගීත,සහ,සංගීත,සහ සංගීත
සහ සංඝ,සහ,සංඝ,සහ සංඝ
සහ සංස්කෘතිය,සහ,සංස්කෘතිය,සහ සංස්කෘතිය
සහ සංහිඳියාව,සහ,සංහිඳියාව,සහ සංහිඳියාව
සහ සතුටින්,සහ,සතුටින්,සහ සතුටින්
සහ සතුන්ද,සහ,සතුන්ද,සහ සතුන් ද
සහ සද්ධර්මරත්නාවලිය,සහ,සද්ධර්මරත්නාවලිය,සහ සද්ධර්ම රත්නාවලිය
සහ සන්නිවේදන,සහ,සන්නිවේදන,සහ සන්නිවේදන
සහ සපත්තු,සහ,සපත්තු,සහ සපත්තු
සහ සබරගමුව,සහ,සබරගමුව,සහ සබරගමුව
සහ සම,සහ,සම,සහ සම
සහ සම්පත්,සහ,සම්පත්,සහ සම්පත්
සහ සමාගමෙන්,සහ,සමාගමෙන්,සහ සමාගමෙන්
සහ සමාජ,සහ,සමාජ,සහ සමාජ
සහ සමාජය,සහ,සමාජය,සහ සමාජය
සහ සමාජයීය,සහ,සමාජයීය,සහ සමාජයීය
සහ සමාජයේ,සහ,සමාජයේ,සහ සමාජයේ
සහ සමානාත්මතාව,සහ,සමානාත්මතාව,සහ සමානාත්මතාව
සහ සමෘද්ධිය,සහ,සමෘද්ධිය,සහ සමෘද්ධිය
සහ සයිඩ්,සහ,සයිඩ්,සහ සයිඩ්
සහ සසදාවත,සහ,සසදාවත,සහ සසදාවත
සහ සහකරුවන්,සහ,සහකරුවන්,සහ සහකරුවන්
සහ සහජීවනය,සහ,සහජීවනය,සහ සහජීවනය
සහ සහයෝගය,සහ,සහයෝගය,සහ සහයෝගය
සහ සහේතුක,සහ,සහේතුක,සහ සහේතුක
සහ සහෝදරියන්,සහ,සහෝදරියන්,සහ සහෝදරියන්
සහ ස්කන්ධකුමරු,සහ,ස්කන්ධකුමරු,සහ ස්කන්ධ කුමරු
සහ ස්කොට්,සහ,ස්කොට්,සහ ස්කොට්
සහ ස්ටයිල්ස්,සහ,ස්ටයිල්ස්,සහ ස්ටයිල්ස්
සහ ස්ථවිරවාදී,සහ,ස්ථවිරවාදී,සහ ස්ථවිරවාදී
සහ ස්වභාවික,සහ,ස්වභාවික,සහ ස්වභාවික
සහ ස්වර,සහ,ස්වර,සහ ස්වර
සහ ස්වාධීන,සහ,ස්වාධීන,සහ ස්වාධීන
සහ ස්වාමි,සහ,ස්වාමි,සහ ස්වාමි
සහ සාමූහිකත්වයේ,සහ,සාමූහිකත්වයේ,සහ සාමූහිකත්වයේ
සහ සාරදී,සහ,සාරදී,සහ සාරදී
සහ සැකකාරිය,සහ,සැකකාරිය,සහ සැකකාරිය
සහ සෑම්,සහ,සෑම්,සහ සෑම්
සහ සිංගප්පූරුවේ,සහ,සිංගප්පූරුවේ,සහ සිංගප්පූරුවේ
සහ සිංහල,සහ,සිංහල,සහ සිංහල
සහ සිඛවළඳ,සහ,සිඛවළඳ,සහ සිඛවළඳ
සහ සිත,සහ,සිත,සහ සිත
සහ සියලු,සහ,සියලු,සහ සියලු
සහ සිවිල්,සහ,සිවිල්,සහ සිවිල්
සහ සීවලී,සහ,සීවලී,සහ සීවලී
සහ සුදු,සහ,සුදු,සහ සුදු
සහ සුනිල්,සහ,සුනිල්,සහ සුනිල්
සහ සුබ,සහ,සුබ,සහ සුබ
සහ සුළු,සහ,සුළු,සහ සුළු
සහ සූක්ශමව,සහ,සූක්ශමව,සහ සූක්ෂම ව
සහ සෙඩ්,සහ,සෙඩ්,සහ සෙඩ්
සහ සෙරන්ඩිබ්,සහ,සෙරන්ඩිබ්,සහ සෙරන්ඩිබ්
සහ සේනාවද,සහ,සේනාවද,සහ සේනාව ද
සහ සොනක්ෂි,සහ,සොනක්ෂි,සහ සොනක්ෂි
සහ සොඳුරු,සහ,සොඳුරු,සහ සොඳුරු
සහ සොබාදහමේ,සහ,සොබාදහමේ,සහ සොබාදහමේ
සහ සෝඩා,සහ,සෝඩා,සහ සෝඩා
සහ සෞඛ්‍ය,සහ,සෞඛ්‍ය,සහ සෞඛ්‍ය
සහ හඬ,සහ,හඬ,සහ හඬ
සහ හමුදාවට,සහ,හමුදාවට,සහ හමුදාවට
සහ හය්ය,සහ,හය්ය,සහ හයිය
සහ හැඟීම්,සහ,හැඟීම්,සහ හැඟීම්
සහ හැන්සල්,සහ,හැන්සල්,සහ හැන්සල්
සහ හික්මීමය,සහ,හික්මීමය,සහ හික්මීම ය
සහ හිත,සහ,හිත,සහ හිත
සහ හින්දි,සහ,හින්දි,සහ හින්දි
සහ හුනු,සහ,හුනු,සහ හුනු
සහ හේනක්,සහ,හේනක්,සහ හේනක්
සහ හොට්,සහ,හොට්,සහ හොට්
සහ හොඳ,සහ,හොඳ,සහ හොඳ
සහ හොඳින්,සහ,හොඳින්,සහ හොඳින්
සහ හොරිවිල,සහ,හොරිවිල,සහ හොරිවිල
සහ හොරු,සහ,හොරු,සහ හොරු
සහ ළමා,සහ,ළමා,සහ ළමා
