original,correction
ධම්මපද,ධම්මපද
ධම්මානන්ද,ධම්මානන්ද
ධර්මයද,ධර්මය ද
ධර්මයේදීද,ධර්මයේ දී ද
නගරබද,නගරබද
නගරයද,නගරය ද
නන්ද,නන්ද
නන්දෝපනන්ද,නන්දෝපනන්ද
නන්වන්නද,නංවන්න ද
නමකින්ද,නමකින් ද
නමින්ද,නමින් ද
නරකද,නරක ද
නරකයද,නරකය ද
නරකයිද,නරකයි ද
නරුමයන්ද,නරුමයන් ද
නලින්ද,නලින්ද
නලීන්ද,නලින්ද
නවකවද,නවකවද
නවතීද,නවතී ද
නළුවෙක්ද,නළුවෙක් ද
නාත්තකන්ද,නාත්තකන්ද
නාද,නාද
නාමයෙන්ද,නාමයෙන් ද
නායකත්වයද,නායකත්වය ද
නායකයන්ද,නායකයන් ද
නායකයාද,නායකයා ද
නායිකාවද,නායිකාව ද
නාරද,නාරද
නාලන්ද,නාලන්ද
නැංවීමටද,නැංවීමට ද
නැගණියද,නැගණියද
නැටීමටද,නැටීමට ද
නැත්ද,නැත්ද
නැතැයිද,නැතැයි ද
නැතිද,නැති ද
නැතිවද,නැති ව ද
නැතිවෙයිද,නැති වෙයි ද
නැතුවටද,නැතුවට ද
නැතුවද,නැතුව ද
නැද්ද,නැද්ද
නෑද්ද,නෑද්ද
නෑයොද,නෑයො ද
නිකන්ද,නිකං ද
නිදාගන්නද,නිදාගන්න ද
නිධියද,නිධිය ද
නින්ද,නින්ද
නින්දේදීද,නින්දේ දී ද
නින්නාද,නින්නාද
නියෝගයක්ද,නියෝගයක් ද
නිර්මාණයක්ද,නිර්මාණයක් ද
නිලධාරීන්ද,නිලධාරීන් ද
නිල්ද,නිල්ද
නිවරද,නිවරද
නිවැරදිකරුද,නිවැරදිකරු ද
නිවැරදිද,නිවැරදි ද
නිශ්ශබ්ද,නිශ්ශබ්ද
නිෂ්පාදනයද,නිෂ්පාදනය ද
නිසාද,නිසා ද
නීතියක්ද,නීතියක් ද
නෙද,නේද
නෙමෙයිද,නෙමෙයි ද
නෙමේද,නෙමේ ද
නෙවෙයිද,නෙවෙයි ද
නෙවේද,නෙවේ ද
නෙළීමද,නෙළීම ද
නේද,නේද
නොකලද,නොකළද
නොකීමද,නොකීම ද
නොගන්නවාද,නොගන්නවා ද
නොගියද,නොගිය ද
නොතිබුණද,නොතිබුණද
නොදන්නවාද,නොදන්නවා ද
නොදන්නේද,නොදන්නේ ද
නොදැනද,නොදැන ද
නොපවතීද,නොපවතී ද
නොපැවතියද,නොපැවතිය ද
නොපිළිගත්තද,නොපිළිගත්තද
නොපෙනේද,නොපෙනේ ද
නොමද,නොමඳ
නොමැරීමද,නොමැරීම ද
නොයිද,නොඉඳ
නොලද,නොලද
නොවන්නටද,නොවන්නට ද
නොවන්නේද,නොවන්නේ ද
නොවැටහේද,නොවැටහේ ද
නොවීමද,නොවීම ද
නොවුණද,නොවුණද
නොවුනද,නොවුණද
නොවුවද,නොවුවද
නොවූවද,නොවුවද
නොවෙද,නොවෙද
නොවෙයිද,නොවෙයි ද
නොවේද,නොවේ ද
නොහැක්කේද,නොහැක්කේ ද
නොහැකිද,නොහැකි ද
නොහිතෙයිද,නොහිතෙයි ද
නෝට්ටුවකද,නෝට්ටුවක ද
පක්ෂයටද,පක්ෂයට ද
පක්ෂයෙන්ද,පක්ෂයෙන් ද
පටන්ගන්නවද,පටන් ගන්නවද
පටිච්චසමුප්පාද,පටිච්ච සමුප්පාද
පටිවේද,පටිවේද
පණ්ඩිතද,පණ්ඩිත ද
පණිවුඩයද,පණිවුඩය ද
පත්වන්නේද,පත් වන්නේ ද
පත්වීමටද,පත් වීමට ද
පත්වුණාද,පත් වුණා ද
පත්වෙනවාද,පත් වෙනවා ද
පත්වෙයිද,පත් වෙයි ද
පද,පද
පදනමින්ද,පදනමින් ද
පද්ධතියක්ද,පද්ධතියක් ද
පන්තියක්ද,පන්තියක් ද
පන්සිල්ද,පන්සිල් ද
පනින්නවත්ද,පනින්නවත් ද
පමණද,පමණ ද
පරණද,පරණ ද
පරපුරේද,පරපුරේ ද
පරම්පරාවද,පරම්පරාව ද
පරමාකන්ද,පරමාකන්ද
පරමානන්ද,පරමානන්ද
පරලොවදීද,පරලොව දී ද
පරවාද,පරවාද
පර්ෂද,පර්ෂද
පරාද,පරාද
පරිකල්පනයද,පරිකල්පනය ද
පරිච්ඡේද,පරිච්ඡේද
පරිත්‍යාගයද,පරිත්‍යාගය ද
පරිහානියටද,පරිහානියට ද
පලපුරුද්ද,පළපුරුද්ද
පලමුවෙනිද,පළමුවෙනිදා
පලිද,පලි ද
පවතිනවාද,පවතිනවා ද
පවතියිද,පවතියි ද
පවතීද,පවතියි ද
පව්ද,පව් ද
පස්සෙන්ද,පස්සෙන් ද
පසුවද,පසු ව ද
පහද,පහද
පහසලද,පහස ලද
පළඳිනවද,පළඳිනවද
පළමුවෙන්ද,පළමුවෙන්දා
ප්ලාස්ටික්ද,ප්ලාස්ටික් ද
ප්‍රකාශයක්ද,ප්‍රකාශයක් ද
ප්‍රකාශයටද,ප්‍රකාශයට ද
ප්‍රකාශයද,ප්‍රකාශය ද
ප්‍රජාතන්ත්‍රවාද,ප්‍රජාතන්ත්‍රවාද
ප්‍රජාවද,ප්‍රජාව ද
ප්‍රතිමාද,ප්‍රතිමා ද
ප්‍රතිමාවද,ප්‍රතිමාව ද
ප්‍රතිරූපයද,ප්‍රතිරූපය ද
ප්‍රතිවිරුද්ද,ප්‍රතිවිරුද්ධ
ප්‍රතිවේද,ප්‍රතිවේද
ප්‍රදර්ශනයද,ප්‍රදර්ශනය ද
ප්‍රදානයන්ගෙන්ද,ප්‍රදානයන්ගෙන් ද
ප්‍රදේශවලද,ප්‍රදේශවල ද
ප්‍රබෝද,ප්‍රබෝධ
ප්‍රභාකරන්ගේද,ප්‍රභාකරන්ගේ ද
ප්‍රභූන්ද,ප්‍රභූන් ද
ප්‍රභූවරයාද,ප්‍රභූවරයා ද
ප්‍රභේද,ප්‍රභේද
ප්‍රමාණයක්ද,ප්‍රමාණයක් ද
ප්‍රමාණයද,ප්‍රමාණය ද
ප්‍රමාද,ප්‍රමාද
ප්‍රවණතාද,ප්‍රවණතා ද
ප්‍රවණතාවයද,ප්‍රවණතාවය ද
ප්‍රවාද,ප්‍රවාද
ප්‍රවාහයද,ප්‍රවාහය ද
ප්‍රශංසාවක්ද,ප්‍රශංසාවක් ද
ප්‍රශ්ණද,ප්‍රශ්න ද
ප්‍රසංගද,ප්‍රසංග ද
ප්‍රසාද,ප්‍රසාද
ප්‍රසිද්ද,ප්‍රසිද්ධ
ප්‍රසිද්ධියද,ප්‍රසිද්ධිය ද
ප්‍රායෝගිකවද,ප්‍රායෝගික ව ද
ප්‍රාර්ථනාවන්ද,ප්‍රාර්ථනාවන් ද
ප්‍රාසාදයද,ප්‍රාසාදය ද
ප්‍රේක්ෂකයන්ටද,ප්‍රේක්ෂකයන්ට ද
පාටක්ද,පාටක් ද
පාඩම්ද,පාඩම් ද
පාද,පාද
පාන්ද,පාන් ද
පාරුද,පාරු ද
පාරෙද,පාරෙ ද
පාලනයටද,පාලනයට ද
පැටියෙක්ද,පැටියෙක් ද
පැත්තටද,පැත්තට ද
පැන්නද,පැන්නද
පැමිණියද,පැමිණියද
පැමිණිල්ලක්ද,පැමිණිල්ලක් ද
පැමිණීමද,පැමිණීම ද
පැමිණෙන්නෝද,පැමිණෙන්නෝ ද
පැවතියේද,පැවතියේ ද
පැවතීයේද,පැවතියේ ද
පැවතුනද,පැවතුණද
පැවසුවාද,පැවසුවා ද
පැවිද්ද,පැවිද්ද
පැහැරුවානේද,පැහැරුවා නේද
පෑදෙයිද,පෑදෙයි ද
පෑමද,පෑම ද
පෑවද,පෑවද
පෑවාද,පෑවා ද
පිටකයේද,පිටකයේ ද
පිටතටද,පිටතට ද
පිටිද,පිටි ද
පිටිවහලක්ද,පිටිවහලක් ද
පිටිසරබද,පිටිසරබද
පිණිසද,පිණිස ද
පින්කමක්ද,පින්කමක් ද
පින්වතුන්ද,පින්වතුන් ද
පින්සිද්ද,පින් සිද්ධ
පියනද,පියන ද
පියනන්ද,පියනන්ද
පියාද,පියා ද
පිරිනැමීමටද,පිරිනැමීමට ද
පිරිමැද,පිරිමැද
පිරිමියකුද,පිරිමියකු ද
පිරිමියෙක්ද,පිරිමියෙක් ද
පිරිවැයද,පිරිවැය ද
පිරිවෙනද,පිරිවෙණ ද
පිරිසකටද,පිරිසකට ද
පිරිසක්ද,පිරිසක් ද
පිරිසද,පිරිස ද
පිරිස්ද,පිරිස් ද
පිරිසිදුද,පිරිසිදු ද
පිල්ලද,පිල්ල ද
පිල්ලියද,පිල්ලිය ද
පිලිගන්නවාද,පිළිගන්නවා ද
පිලිගන්නේද,පිළිගන්නේ ද
පිලිගනියිද,පිළිගනියි ද
පිලිද,පිලි ද
පිලිබද,පිළිබඳ
පිවිසුමද,පිවිසුම ද
පිස්සුද,පිස්සු ද
පිස්සුවක්ද,පිස්සුවක් ද
පිහිටද,පිහිට ද
පිහිටාද,පිහිටා ද
පිහිද,පිහිද
පිහිනීමටද,පිහිනීමට ද
පිළිකුලක්ද,පිළිකුලක් ද
පිළිකුලද,පිළිකුල ද
පිළිගත්තද,පිළිගත්තද
පිළිගන්නවාද,පිළිගන්නවා ද
පිළිගන්නේද,පිළිගන්නේ ද
පිළිනොගන්නේද,පිළි නොගන්නේ ද
පිළිනොපැද,පිළි නොපැද
පිළිපැද,පිළිපැද
පිළිපැද්ද,පිළිපැද්ද
පිළිබද,පිළිබඳ
පිළිබඳවද,පිළිබඳ ව ද
පිළිමද,පිළිම ද
පිළියන්දලද,පිළියන්දල ද
පීඩාවලටද,පීඩාවලට ද
පුඤ්ඤාභිසන්ද,පුඤ්ඤාභිසන්ද
පුටුවද,පුටුව ද
පුතාටද,පුතාට ද
පුතෙක්ද,පුතෙක් ද
පුද,පුද
පුදන්නේද,පුදන්නේ ද
පුද්ගලයන්ද,පුද්ගලයන් ද
පුද්ගලයෙක්ද,පුද්ගලයෙක් ද
පුද්ගලයෝද,පුද්ගලයෝ ද
පුනරුද,පුනරුද
පුරාවෘත්තයද,පුරාවෘත්තය ද
පුරුද්ද,පුරුද්ද
පුරුෂයන්ද,පුරුෂයන් ද
පුරුෂයාටද,පුරුෂයාට ද
පුරුෂාධිපත්තෙද,පුරුෂාධිපත්‍යය ද
පුලුවන්ද,පුළුවන් ද
පුලුවනිද,පුළුවනි ද
පුවරුද,පුවරු ද
පුෂ්පයක්ද,පුෂ්පයක් ද
පුහුණුකරුවන්ද,පුහුණුකරුවන් ද
පුළුවන්ද,පුළුවන් ද
පූජකයෝද,පූජකයෝ ද
පූජාවද,පූජාව ද
පූජාවන්ද,පූජාවන් ද
පූර්වාදර්ශයක්ද,පූර්වාදර්ශයක් ද
පෙන්නනවද,පෙන්නනවද
පෙන්නන්නද,පෙන්නන්න ද
පෙනුණද,පෙනුණද
පෙනුමද,පෙනුම ද
පෙනෙන්නෙහිද,පෙනෙන්නෙහි ද
පෙනෙන්නේද,පෙනෙන්නේ ද
පෙම්වතුන්ද,පෙම්වතුන් ද
පෙරද,පෙර ද
පෙරේතයන්ද,පෙරේතයන් ද
පෙරේද,පෙරේදා
පේනවද,පේනවද
පේරාදෙණියේද,පේරාදෙණියේ ද
පොතද,පොත ද
පොත්ගුල්ද,පොත්ගුල් ද
පොතුලියද්ද,පොතුලියද්ද
පොද,පොද
පොරක්ද,පොරක් ද
පොලිසියේද,පොලිසියේ ද
පොසිලද,පොසිල ද
ඵලයද,ඵලය ද
බටර්ද,බටර් ද
බටහිරයන්ද,බටහිරයන් ද
බද,බද
බද්ද,බද්ද
බනිනවද,බනිනවද
බඳුන්වීමද,බඳුන් වීම ද
බඹරකන්ද,බඹරකන්ද
බයවෙන්නද,බය වෙන්න ද
බලකායද,බලකාය ද
බලනවද,බලනවද
බලන්නද,බලන්න ද
බලන්නේද,බලන්නේ ද
බලපෑමද,බලපෑම ද
බලමුද,බලමු ද
බලයද,බලය ද
බලයිද,බලයි ද
බලලද,බලලද
බලසම්පන්නද,බල සම්පන්න ද
බලුවීමටද,බලු වීමට ද
බවඅද,බව අද
බවක්ද,බවක් ද
බවටද,බවට ද
බවද,බව ද
බවුද්ද,බෞද්ධ
බහිවිද,බහීවි ද
බ්‍රහස්පතින්දාද,බ්‍රහස්පතින්දා ද
බාප්පද,බාප්පද
බාලසූරියද,බාලසූරිය ද
බැද,බැද
බැඳීමටද,බැඳීමට ද
බැඳීමද,බැඳීම ද
බැයිද,බැයි ද
බැරිද,බැරි ද
බැරිවෙයිද,බැරි වෙයි ද
බැලීමද,බැලීම ද
බැලුවද,බැලුවද
බැලුවාද,බැලුවා ද
බැවින්ද,බැවින් ද
බැස්සාද,බැස්සා ද
බැසීමද,බැසීම ද
බිද,බිඳ
බින්ද,බින්ද
බියක්ද,බියක් ද
බිරිද,බිරිඳ
බීලද,බීලද
බීවද,බීවද
බුද්ද,බුද්ධ
බුද්ධිකද,බුද්ධික ද
බුද්ධිමතුන්ද,බුද්ධිමතුන් ද
බුද්ධියෙන්ද,බුද්ධියෙන් ද
බුද්ධොත්පාද,බුද්ධෝත්පාද
බුද්ධෝත්පාද,බුද්ධෝත්පාද
බුදුන්ගේද,බුදුන්ගේ ද
බූරුවෝද,බූරුවෝද 
බෙරපද,බෙර පද
බෙහෙතක්ද,බෙහෙතක් ද
බේද,භේද
බේරෙනවද,බේරෙනවද
බේරෙයිද,බේරෙයි ද
බොන්නැත්ද,බොන් නැත්ද
බොරුද,බොරු ද
බොරුවක්ද,බොරුවක් ද
බොරුවටද,බොරුවට ද
බෝධිවෘක්ෂයද,බෝධි වෘක්ෂය ද
බෝසතුන්ද,බෝසතුන් ද
භාණ්ඩද,භාණ්ඩ ද
භාරයක්ද,භාරයක් ද
භාවයද,භාවය ද
භාෂාවෙන්ද,භාෂාවෙන් ද
භාෂාවේද,භාෂාවේ ද
භූතයන්ද,භූතයන් ද
භූමිකම්පාද,භූමිකම්පා ද
භූමිද,භූමි ද
භූමියද,භූමිය ද
භේද,භේද
භේදයකටද,භේදයකට ද
මකරන්ද,මකරන්ද
මක්නිසාද,මක් නිසා ද
මගින්ද,මඟින් ද
මගුලක්ද,මඟුලක් ද
මඟින්ද,මඟින් ද
මටද,මට ද
මට්ටමද,මට්ටම ද
මඩුකන්ද,මඩුකන්ද
මණ්ඩලයද,මණ්ඩලය ද
මතකද,මතක ද
මතභේද,මතභේද
මතවාද,මතවාද
මතුවන්නේද,මතු වන්නේ ද
මථුරාවලද,මථුරාවල ද
මද,මඳ
මදිද,මදි ද
මධ්‍යස්ථානද,මධ්‍යස්ථාන ද
මන්ද,මන්ද
මන්දිරවලද,මන්දිරවල ද
මනුෂ්‍යයෙක්ද,මනුෂ්‍යයෙක් ද
මමඅවුරුද්ද,මම අවුරුද්ද
මමද,මම ද
මයුරපාද,මයුරපාද
මරණවද,මරනවද
මරනවද,මරනවද
මරලාද,මරලා ද
මල්ලිද,මල්ලි ද
මවද,මව ද
මව්පියන්ද,මව්පියන් ද
මවුපියන්ද,මව්පියන් ද
මසැසින්ද,මසැසින් ද
මහත්තයාද,මහත්තයා ද
මහත්වරුද,මහත්වරු ද
මහත්වරුන්ද,මහත්වරුන් ද
මහතාද,මහතා ද
මහායානයේද,මහායානයේ ද
මහින්ද,මහින්ද
මහින්දාගමනයද,මහින්දාගමනය ද
මාතෘකාවක්ද,මාතෘකාවක් ද
මාධ්‍යයද,මාධ්‍යය ද
මාධ්‍යවේදීන්වද,මාධ්‍යවේදීන්ව ද
මාමාද,මාමා ද
මාරයාද,මාරයා ද
මාර්ගයක්ද,මාර්ගයක් ද
මාර්ගයද,මාර්ගය ද
මාරුවීමද,මාරු වීම ද
මාරුවුවද,මාරු වුවද
මාළිගාකන්ද,මාලිගාකන්ද
මැජික්ද,මැජික් ද
මැතිවරණයද,මැතිවරණය ද
මැද,මැද
මැන්නේද,මැන්නේ ද
මැරැවද,මැරුවද
මැරීමද,මැරීම ද
මැරේවිද,මැරේවි ද
මැවීමක්ද,මැවීමක් ද
මෑද,මැද
මිතුරාද,මිතුරා ද
මිතුරොද,මිතුරො ද
මිදුනේවේද,මිදුණේ වේ ද
මිනිස්සුද,මිනිස්සු ද
මිනිසාද,මිනිසා ද
මිනිසුන්ද,මිනිසුන් ද
මිනිහද,මිනිහ ද
මිලින්ද,මිලින්ද
මිහිරද,මිහිර ද
මිළින්ද,මිලින්ද
මුග්ද,මුග්ධ
මුචලින්ද,මුචලින්ද
මුතුහෙට්ටිගමද,මුතුහෙට්ටිගම ද
මුදලක්ද,මුදලක් ද
මුදල්ද,මුදල් ද
මුද්ද,මුද්ද
මුලක්ද,මුලක් ද
මුලින්ද,මුලින් ද
මුස්සැන්ද,මුස්සැන්ද
මුහුද,මුහුද
මෙතනටද,මෙතනට ද
මෙයද,මෙය ද
මෙරටද,මෙරට ද
මෙලොවදීද,මෙලොව දී ද
මෙසේද,මෙසේ ද
මෙහිදීද,මෙහි දී ද
මේකටයුත්තෙහිද,මේ කටයුත්තෙහි ද
මේකද,මේක ද
මේකවුද,මේ කවුද
මේද,මේද
මේධානන්ද,මේධානන්ද
මොකක්ද,මොකක් ද
මොකටද,මොකට ද
මොකද,මොකද
මොකද්ද,මොකද්ද
මොක්කද,මොකක් ද
මොක්කුද,මොක්කු ද
මොකාටද,මොකාට ද
මොකාද,මොකා ද
මොකෙක්ද,මොකෙක් ද
මොකෙන්ද,මොකෙන් ද
මොකේටද,මොකේට ද
මොකොද,මොකද
මොදකද්ද,මොකද්ද
මොනවගේද,මොන වගේ ද
මොනවටද,මොනවට ද
මොනවද,මොනවද
මොනවාටද,මොනවාට ද
මොනවාද,මොනවා ද
මොනාද,මොනාද
මොරගහකන්ද,මොරගහකන්ද
මොහොතක්ද,මොහොතක් ද
මොහොතේද,මොහොතේ ද
මොළයද,මොළය ද
මෝඩද,මෝඩ ද
යක්ෂයෙක්ද,යක්ෂයෙක් ද
යකුන්ද,යකුන් ද
යකෙක්ද,යකෙක් ද
යටගැසීමටද,යට ගැසීමට ද
යටත්වුවද,යටත් වුවද
යටතේද,යටතේ ද
යටද,යට ද
යථාර්ථයද,යථාර්ථය ද
යනවද,යනවද
යනවාද,යනවා ද
යන්ත්‍රයක්ද,යන්ත්‍රයක් ද
යන්නද,යන්න ද
යනුවෙන්ද,යනුවෙන් ද
යමකින්ද,යමකින් ද
යයිද,යයි ද
යවන්නද,යවන්න ද
යශෝදරාවන්ගෙන්ද,යශෝදරාවන්ගෙන් ද
යාබද,යාබද
යාමටද,යාමට ද
යාමේකම්පාවද,යාමේ කම්පාව ද
යාවිද,යාවි ද
යැයිද,යැයි ද
යෑයිද,යැයි ද
යුක්තවද,යුක්ත ව ද
යුත්තෙද,යුත්තේ ද
යුත්තේද,යුත්තේ ද
යුතුද,යුතු ද
යුද,යුද
යුද්ද,යුද්ධ
යෙදුවේද,යෙදුවේ ද
යොදාගන්නවද,යොදා ගන්නවද
යෝද,යෝධ
රංචුවක්ද,රංචුවක් ද
රචනාවලද,රචනාවල ද
රජතුමාද,රජතුමා ද
රජයටද,රජයට ද
රජවරුද,රජවරු ද
රජුද,රජු ද
රටකටද,රටකට ද
රටක්ද,රටක් ද
රටටද,රටට ද
රටවලද,රටවල ද
රටාවක්ද,රටාවක් ද
රටේද,රටේ ද
රත්නයද,රත්නය ද
රතුද,රතු ද
රසයද,රසය ද
රස්නේද,රස්නේ ද
රස්සාවද,රස්සාව ද
රහද,රහ ද
රාජපක්ෂද,රාජපක්ෂ ද
රාජ්‍යයක්ද,රාජ්‍යයක් ද
රාජ්‍යයන්ටද,රාජ්‍යයන්ට ද
රාජ්‍යවලද,රාජ්‍යවල ද
රාජානුග්‍රහයද,රාජානුග්‍රහය ද
රාවයක්ද,රාවයක් ද
රාහුලෝවාද,රාහුලෝවාද
රැකියාවද,රැකියාව ද
රිංගනවද,රිංගනවද
රිංගලද,රිංගලද
රිදුනද,රිදුණද
රියදුරෙකුද,රියදුරෙකු ද
රීතියක්ද,රීතියක් ද
රුසියාවද,රුසියාව ද
රූකඩයක්ද,රූකඩයක් ද
රූපයක්ද,රූපයක් ද
රෙද්ද,රෙද්ද
රෙද්දක්ද,රෙද්දක් ද
රේචල්ද,රේචල් ද
රොද,රොද
රෝගවලටද,රෝගවලට ද
රෝද,රෝද
ලංකාවේද,ලංකාවේ ද
ලද,ලද
ලද්දක්ද,ලද්දක් ද
ලපද,ලප ද
ලබන්නක්ද,ලබන්නක් ද
ලබාගැනීමටද,ලබා ගැනීමට ද
ලස්සනද,ලස්සන ද
ලාභයක්ද,ලාභයක් ද
ලාභයද,ලාභය ද
ලාභයන්ද,ලාභයන් ද
ලැබීමද,ලැබීම ද
ලැබුණද,ලැබුණද
ලැබුණාද,ලැබුණා ද
ලැබුනද,ලැබුණද
ලැබුනාද,ලැබුණා ද
ලැබුනේද,ලැබුණේ ද
ලැබෙනවද,ලැබෙනවද
ලැබෙනවාද,ලැබෙනවා ද
ලැබෙයිද,ලැබෙයි ද
ලැබේද,ලැබේ ද
ලැබේවිද,ලැබේවි ද
ලිද,ළිඳ
ලිපියටද,ලිපියට ද
ලිපියද,ලිපිය ද
ලියන්නද,ලියන්න ද
ලියන්නේද,ලියන්නේ ද
ලියමුද,ලියමු ද
ලියවෙන්නේද,ලියවෙන්නේ ද
ලියූවක්ද,ලියූවක් ද
ලිව්වද,ලිව්වද
ලූහුබැද,ලුහුබැඳ
ලෙසද,ලෙස ද
ලෙසින්ද,ලෙසින් ද
ලේඛනයක්ද,ලේඛනයක් ද
ලොක්කොද,ලොක්කො ද
ලෝකෙකටද,ලෝකෙකට ද
වංගෙඩියක්ද,වංගෙඩියක් ද
වගකිමද,වගකීම ද
වගකීමද,වගකීම ද
වගේඑහෙමද,වගේ එහෙම ද
වගේද,වගේ ද
වගේමද,වගේ ම ද
වචනද,වචන ද
වචනයද,වචනය ද
වචනයෙහිද,වචනයෙහි ද
වටපිටාවද,වටපිටාව ද
වටහෙවනේද,වැටහෙනවා ද
වට්ටිද,වට්ටි ද
වටාද,වටා ද
වටිනවද,වටිනවද
වතද,වත ද
වත්ද,වත් ද
වද,වද
වදයද,වදය ද
වනතුරුද,වනතුරු ද
වනමැද,වන මැද
වන්දනාවක්ද,වන්දනාවක් ද
වන්නේද,වන්නේ ද
වනුයේද,වනුයේ ද
වයසක්ද,වයසක් ද
වරටද,වරට ද
වරද,වරද
වරදක්ද,වරදක් ද
වරද්ද,වරද්ද
වරප්‍රසාද,වරප්‍රසාද
වරයකුටද,වරයකුට ද
වරයාටද,වරයාට ද
වර්තමානයද,වර්තමානය ද
වර්ධනයද,වර්ධනය ද
වලටද,වලට ද
වලද,වල ද
වලදීද,වල දී ද
වලින්ද,වලින් ද
වශයෙන්ද,වශයෙන් ද
වසරක්ද,වසරක් ද
වසරද,වසර ද
වස්තූන්ද,වස්තූන් ද
වහන්සේද,වහන්සේ ද
වහන්සේලාටද,වහන්සේලාට ද
වහන්සේලාද,වහන්සේලා ද
ව්‍යසනයක්ද,ව්‍යසනයක් ද
ව්‍යාපාද,ව්‍යාපාද
ව්‍යාපාරද,ව්‍යාපාර ද
ව්‍යායාමවලින්ද,ව්‍යායාමවලින් ද
වාද,වාද
වාදියෙක්ද,වාදියෙක් ද
වාරයේදීද,වාරයේ දී ද
වාර්තාද,වාර්තා ද
වාර්තාවන්ද,වාර්තාවන් ද
වාර්තාවෙන්ද,වාර්තාවෙන් ද
වාසනාවක්ද,වාසනාවක් ද
වැකිද,වැකි ද
වැටෙයිද,වැටෙයි ද
වැටේද,වැටේ ද
වැඩකරනවාද,වැඩ කරනවා ද
වැඩක්ද,වැඩක් ද
වැඩසටහනක්ද,වැඩසටහනක් ද
වැඩිද,වැඩි ද
වැතිරිලාද,වැතිරිලා ද
වැද,වැද
වැදගත්ද,වැදගත් ද
වැද්ද,වැද්ද
වැදීමද,වැදීම ද
වැදුනද,වැදුණද
වැන්ද,වැන්ද
වැරද්ද,වැරද්ද
වැරදිකරුද,වැරදිකරු ද
වැරදිද,වැරදි ද
වැරදිසිද්ද,වැරදි සිද්ධ
වැරැද්ද,වැරැද්ද
වැරැද්දෙන්ද,වැරැද්දෙන් ද
වැලද,වැලඳ
වැලිකන්ද,වැලිකන්ද
වැහිලද,වැහිලද
වැළද,වැලඳ
වැළැක්වෙනවද,වැළැක්වෙනවද
විකිණෙනවද,විකිණෙනවද
විකුණලද,විකුණලද
විචිත්‍රද,විචිත්‍ර ද
විජයානන්ද,විජයානන්ද
විටද,විට ද
විණිද,විණි ද
විතරද,විතර ද
විතරමද,විතර ම ද
විද,විද
විද්‍යාවද,විද්‍යාව ද
විදියටද,විදියට ද
විදිහටද,විදිහට ද
විදිහද,විදිහ ද
විදේශිකයෝද,විදේශිකයෝ ද
වින්ද,වින්ද
විනාශයටද,විනාශයට ද
විනාශයද,විනාශය ද
විනිවිද,විනිවිද
විනෝද,විනෝද
විඳිනවාද,විඳිනවා ද
විපක්ෂයටද,විපක්ෂයට ද
විපාකද,විපාක ද
විභාගයටද,විභාගයට ද
විමලානන්ද,විමලානන්ද
විමසීමද,විමසීමද 
විමුක්තියද,විමුක්තිය ද
විරුද්ද,විරුද්ධ
විලද,විලඳ
විවාද,විවාද
විවිද,විවිධ
විශ්වාසයක්ද,විශ්වාසයක් ද
විශ්වාසයද,විශ්වාසය ද
විශාරද,විශාරද
විශිෂ්ටයන්ද,විශිෂ්ටයන් ද
විෂයයද,විෂය ද
විසින්ද,විසින් ද
විසුවේද,විසුවේ ද
විහාරයක්ද,විහාරයක් ද
විහාරස්ථානයෙන්ද,විහාරස්ථානයෙන් ද
විහිද,විහිද
විහිළුද,විහිළු ද
විහිළුවක්ද,විහිළුවක් ද
වීද,වී ද
වීදුරුවක්ද,වීදුරුවක් ද
වීමක්ද,වීමක් ද
වීමටද,වීමට ද
වීමද,වීම ද
වුණාද,වුණා ද
වුණිද,වුණි ද
වුනාද,වුණා ද
වුනාවත්ද,වුණාවත් ද
වුයේද,වූයේ ද
වුවද,වුවද
වුවමනාවකටද,වුවමනාවකට ද
වූද,වූ ද
වූයේද,වූයේ ද
වූවද,වූවද
වෘක්ෂයද,වෘක්ෂය ද
වෙඩිතැබීමක්ද,වෙඩි තැබීමක් ද
වෙතද,වෙත ද
වෙත්ද,වෙත්ද
වෙතින්ද,වෙතින් ද
වෙද,වෙද
වෙනද,වෙනදා
වෙනවද,වෙනවද
වෙනවාද,වෙනවා ද
වෙනසක්ද,වෙනසක් ද
වෙන්නද,වෙන්න ද
වෙන්නැද්ද,වෙන් නැද්ද
වෙනුවෙන්ද,වෙනුවෙන් ද
වෙයිද,වෙයි ද
වෙලද,වෙළඳ
වෙලාද,වෙලා ද
වෙහෙරද,වෙහෙර ද
වෙහෙසෙනවාද,වෙහෙසෙනවා ද
වෙළද,වෙළඳ
වෙළඳාමද,වෙළඳාම ද
වේගයද,වේගය ද
වේද,වේද
වේරලියද්ද,වේරලියද්ද
වේලාමද,වේලා ම ද
වේවිද,වේවි ද
වෛදිකයන්ද,වෛදිකයන් ද
වෛරයද,වෛරය ද
ශක්තියකින්ද,ශක්තියකින් ද
ශබ්ද,ශබ්ද
ශ්‍රාවකයින්ද,ශ්‍රාවකයින් ද
ශ්‍රීපාද,ශ්‍රීපාද
ශාසනයද,ශාසනය ද
ශාසනවලද,ශාසනවල ද
ශාස්ත්‍රයන්ටද,ශාස්ත්‍රයන්ට ද
ශාස්තෘවරුන්ද,ශාස්තෘවරුන් ද
ශික්ෂාපද,ශික්ෂාපද
ශිල්පියාද,ශිල්පියා ද
ශීලයද,ශීලය ද
