utterance_id,speaker_id,utterance,gender
7ab1879978,be485,මෙම පදනම බිහිවූයේ 1994 ජනවාරි 12 වැනිදා ය,f
bf4a5c8eaa,237ce,මෙම පදනම බිහිවූයේ 1994 ජනවාරි 12 වැනිදා ය,f
98ce602b0c,b8589,මෙම පිළිම 4 න් නැගෙනහිර දිශාවට මුහුණ ලා ඇති පිළිමය,f
a3e4caee89,3062b,මෙම පෙරහර 1907 වනතෙක්ම දුරුතු මසදී පැවැත්වූ,m
801364662c,88a58,මෙම වග්ගයේ සූත්ර 24 කින් කායගතාසතිය වැඩීම,f
e9fb605196,8f885,මෙය 2013 අගෝස්තු මාසයේ සාදා ඇති නිර්මාණයක් බැවින්,m
2a9f409157,fb100,මෙය ක්රිව 1347 දී,f
c8a0b934e1,a13a8,මෙවැනි මනෝභාවයන් 44 ක් සඳහන් වේ,m
d536d805ce,2a845,මෙවැනි මනෝභාවයන් 44 ක් සඳහන් වේ,m
aaf763e4cc,f32c3,මෙසේ කාමාවචර සිත් 54 බෙදී යන ආකාරය දැක්විය හැකි ය,f
b9e2805c6e,cd0b3,මේ චෛත්යය මුලදී අඩි 200 ක් උසට තිබී ඇත,m
d52a146e3b,13abb,මේ චෛත්යය මුලදී අඩි 200 ක් උසට තිබී ඇත,f
a44c5b694e,357e6,මේ මස 15 වැනි දා රද්දොළුගම ශ්රී බෝධිමළුවේ දී,f
c02b037125,4e81e,මේ මස 15 වැනි දා රද්දොළුගම ශ්රී බෝධිමළුවේ දී,f
130f5a4e21,4a53b,මේ මස 15 වැනි දා රද්දොළුගම ශ්රී බෝධිමළුවේ දී,m
b854e28ffc,c4922,යුඑස්බී 30 ආශ්රිත,m
eb470c80ad,ffa9f,රචනා කරන ලද්දේ 1928 දී ය,f
2fcb82a96b,4b215,රද්දොළුගම 20130415 දින හදිසියේ අභාවප්රාප්ත වූ,f
2a56a4a08b,1ccf9,රද්දොළුගම 20130415 දින හදිසියේ අභාවප්රාප්ත වූ,m
fa1fa33859,e6e7b,රාත්රී 830 ට පමණ සුරප්පට්ටුව වාදනය කෙරෙයි,f
a1c451b3a6,2a1cd,රුපියල් 1825 දක්වා ප්රමාණයක් වැඩිවේ,m
8f95a11ae9,4e81e,රුපියල් 1825 දක්වා ප්රමාණයක් වැඩිවේ,f
ba2c100207,df981,ලෝකෝත්තර මාර්ග සිත් 04 යි,m
4df6482682,a7d05,ලෝකෝත්තර මාර්ග සිත් 04 යි,f
cd4fb0a571,c696a,ලෝකෝත්තර මාර්ග සිත් 04 යි,m
6644ea6690,ab81c,ලෝකෝත්තර මාර්ග සිත් 04 යි,f
e0ed27e316,237ce,වට දා ගෙයට වඩා වසර 800 ක් පමණ පැරැණි බව පැවැසෙයි,f
de80974e2a,4801b,වයස අවුරුදු 20 සපිරුණු පසු,f
ab4a349a92,8957e,වර්තමාන ස්තූපයේ උස අඩි 192 කි,m
7a180abf11,a9c56,වර්තමාන ස්තූපයේ උස අඩි 192 කි,f
b3386f5687,d2f72,වර්ෂ 1933 දී ආරම්භ කළ,m
55fb819253,0622a,වර්ෂ 1933 දී ආරම්භ කළ,f
a656c41d2c,08a49,වර්ෂ 1933 දී ආරම්භ කළ,f
84f7dd8c52,0b370,වර්ෂ 2500 සපිරීමේ,m
ed61c48ea7,babec,වසර 12 ක් පමණ ඉතා නිරෝගීව,m
73d538def1,3062b,වසර 99 ක් ගතවුව ද,m
6fd12d8b8d,cf582,වසරකට රුපියල් 500 සිට,m
e3af3da1f1,6064f,විදුලි බල්බ 30000 කින් සමන්විත වේ,f
048e9cfaae,b9679,විදුලි බල්බ 30000 කින් සමන්විත වේ,m
04fff64765,023c3,වින්ඩෝස්8 හි ක්රියාකාරී පිටපතක්,f
1dc9c52188,c5a59,විනාඩි 5 සිට පැය දක්වා දිවෙන බව,m
1689eb7766,0bd84,විනාඩි 5 සිට පැය දක්වා දිවෙන බව,m
e283eb941c,c4922,විනාඩි 5 සිට පැය දක්වා දිවෙන බව,m
224370b958,199c3,විස්සක් 20 පමණක් පිරිය යුතු වේ,f
dbda70ab2d,92649,ශිලාලිපි 1276 ක එකතුවක් පළකර ඇත,f
37ef910c9e,bb0e6,ශිලාලිපි 1276 ක එකතුවක් පළකර ඇත,f
d75b19f70a,88c80,සංවිධානය කොළඹ 07 ආර්ජී,m
5508e38948,a4315,සක්මනේ 20 වෙනි දැක්මයි මේ,f
604fc52d8e,781cf,සම්පත් 04 ක් ගැන කියැවේ,m
0b70e9be70,8e991,සම්පත් 04 ක් ගැන කියැවේ,m
e9a35cc3b2,39cc4,සම්පත් 04 ක් ගැන කියැවේ,f
8d099118a1,c26e2,සම්පත් 04 ක් ගැන කියැවේ,f
4006006787,0fcb7,සහල් කිලෝ ග්රෑම් 03 ක් පමණ,m
ed296cef4d,227d7,සළකනු ලබන්නේ 1,f
86a58e045e,4f068,සැප්තැම්බර් මස 22 වැනි දා සෙනසුරාදා,f
bbf1c8ab8c,b06d1,සැප්තැම්බර් මස 22 වැනි දා සෙනසුරාදා,m
5480b67d92,4b1d7,සැප්තැම්බර් මස 22 වැනි දා සෙනසුරාදා,m
39c51efecb,3a976,සියයට 2530 අතර වේගය අතින් ඉදිරියෙන් සිටින බවටයි,m
930bf4b435,b06d1,සියවස් 5 කට පසුව,m
cf19abf8f3,8eb5c,සියවස් 5 කට පසුව,m
ec7601c1fd,55c20,සියවස් 5 කට පසුව,m
87ff92f694,45f15,සිහිපත් කරනවා නම් 1,f
d923937df0,5a51f,සිහිපත් කරනවා නම් 1,f
ea37fceffb,1db0f,සුදුසු පර්යාය පදයක් වන්නේ 1,f
81370d00fb,91fdf,සූත්ර පිටකය නැවත ප්රධාන කොටස් 05කට,f
0c306a1d56,912d1,සෙනසුරාදා අපරභාග 1156 ට ලබයි,f
253a977a42,be485,සෙනසුරාදා අපරභාග 1156 ට ලබයි,f
20ca2ce794,e1e01,සෙනසුරාදා අපරභාග 919 ට ලබයි,f
8ef7c0b3f5,c28da,සෙනසුරාදා අපරභාග 919 ට ලබයි,m
8000ff0b87,55c20,සෙනසුරාදා අපරභාග 919 ට ලබයි,m
b96278dc6c,3a747,සෙනසුරාදා පූර්ව භාග 0607 ට ලබයි,f
